trial,split,epoch,sample,predictor,value
0,train,0,53,Student 3,0.0288474857807159
0,train,0,54,Student 7,0.0178323108702898
0,train,0,55,Student 4,0.0153520079329609
0,train,0,56,Student 2,0.0286423731595277
0,train,0,57,Student 7,0.0253689624369144
0,train,0,58,Student 5,0.0298455525189638
0,train,0,59,Student 2,0.0167574435472488
0,train,0,60,Student 4,0.0168846622109413
0,train,0,61,Student 3,0.0262960623949766
0,train,0,62,Student 6,0.044495016336441
0,train,0,63,Student 9,0.0123531064018607
0,train,0,64,Student 8,0.0261906031519174
0,train,0,65,Student 0,0.0317745171487331
0,train,0,66,Student 5,0.0251014530658721
0,train,0,67,Student 3,0.0252148825675249
0,train,0,68,Student 3,0.0176386963576078
0,train,0,69,Student 6,0.0341728515923023
0,train,0,70,Student 4,0.0215035527944564
0,train,0,71,Student 7,0.0118598118424415
0,train,0,72,Student 2,0.0125600025057792
0,train,0,73,Student 4,0.0179527904838323
0,train,0,74,Student 0,0.0331341624259948
0,train,0,75,Student 3,0.0223649833351373
0,train,0,76,Student 2,0.0206811297684907
0,train,0,77,Student 2,0.0247704740613698
0,train,0,78,Student 5,0.0255684908479452
0,train,0,79,Student 2,0.0338121615350246
0,train,0,80,Student 0,0.0337147787213325
0,train,0,81,Student 3,0.0200565289705991
0,train,0,82,Student 6,0.0178527310490608
0,train,0,83,Student 5,0.017181547358632
0,train,0,84,Student 0,0.0243326164782047
0,train,0,85,Student 3,0.031815830618143
0,train,0,86,Student 9,0.0225664675235748
0,train,0,87,Student 4,0.0201301630586385
0,train,0,88,Student 5,0.0251970011740922
0,train,0,89,Student 1,0.0140597717836499
0,train,0,90,Student 0,0.0428485795855522
0,train,0,91,Student 8,0.0291528832167387
0,train,0,92,Student 9,0.0273557379841804
0,train,0,93,Student 7,0.0162335634231567
0,train,0,94,Student 0,0.0266467221081256
0,train,0,95,Student 7,0.0328653044998645
0,train,0,96,Student 0,0.0339513719081878
0,train,0,97,Student 5,0.0342356748878955
0,train,0,98,Student 8,0.0544854179024696
0,train,0,99,Student 6,0.0288355816155672
0,train,1,0,Teacher,0.0362101607024669
0,train,1,1,Teacher,0.0051358146592974
0,train,1,2,Teacher,0.0076695778407156
0,train,1,3,Teacher,0.0143632348626852
0,train,1,4,Teacher,0.0055116778239607
0,train,1,5,Teacher,0.0275647994130849
0,train,1,6,Teacher,0.0286846738308668
0,train,1,7,Teacher,0.0193495564162731
0,train,1,8,Teacher,0.0711005255579948
0,train,1,9,Teacher,0.0183222237974405
0,train,1,10,Teacher,0.0489777512848377
0,train,1,11,Teacher,0.0120799671858549
0,train,1,12,Teacher,0.0077970898710191
0,train,1,13,Teacher,0.0120304813608527
0,train,1,14,Teacher,0.0138696655631065
0,train,1,15,Teacher,0.0250002648681402
0,train,1,16,Teacher,0.0246408823877573
0,train,1,17,Teacher,0.0114739295095205
0,train,1,18,Teacher,0.0129628702998161
0,train,1,19,Teacher,0.0087746605277061
0,train,1,20,Teacher,0.015967259183526
0,train,1,21,Teacher,0.0154352504760026
0,train,1,22,Teacher,0.0122159076854586
0,train,1,23,Teacher,0.0142373396083712
0,train,1,24,Teacher,0.014655745588243
0,train,1,25,Teacher,0.0134940175339579
0,train,1,26,Teacher,0.0150014366954565
0,train,1,27,Teacher,0.0156792998313903
0,train,1,28,Teacher,0.0125800846144557
0,train,1,29,Teacher,0.0179225746542215
0,train,1,30,Teacher,0.0161736961454153
0,train,1,31,Teacher,0.0080186109989881
0,train,1,32,Teacher,0.0171498768031597
0,train,1,33,Teacher,0.01931575499475
0,train,1,34,Teacher,0.0109369168058037
0,train,1,35,Teacher,0.0151366619393229
0,train,1,36,Teacher,0.010976480320096
0,train,1,37,Teacher,0.0106223709881305
0,train,1,38,Teacher,0.0124236131086945
0,train,1,39,Teacher,0.011447518132627
0,train,1,40,Teacher,0.030028473585844
0,train,1,41,Teacher,0.0098901456221938
0,train,1,42,Teacher,0.0078651132062077
0,train,1,43,Teacher,0.0079213744029402
0,train,1,44,Teacher,0.0137261897325515
0,train,1,45,Teacher,0.0271736290305852
0,train,1,46,Teacher,0.0139222163707017
0,train,1,47,Teacher,0.0120224058628082
0,train,1,48,Teacher,0.0227580610662698
0,train,1,49,Teacher,0.0167428310960531
0,train,1,50,Teacher,0.0128437336534261
0,train,1,51,Teacher,0.0194389168173074
0,train,1,52,Teacher,0.0118731101974844
0,train,1,53,Teacher,0.0206673108041286
0,train,1,54,Teacher,0.0192576441913843
0,train,1,55,Teacher,0.0053648655302822
0,train,1,56,Teacher,0.0133266793563961
0,train,1,57,Teacher,0.0167780853807926
0,train,1,58,Teacher,0.0208163503557443
0,train,1,59,Teacher,0.0543760098516941
0,train,1,60,Teacher,0.026523595675826
0,train,1,61,Teacher,0.0120974360033869
0,train,1,62,Teacher,0.0142400478944182
0,train,1,63,Teacher,0.0150784971192479
0,train,1,64,Teacher,0.0150840766727924
0,train,1,65,Teacher,0.0244939438998699
0,train,1,66,Teacher,0.0151825286448001
0,train,1,67,Teacher,0.006559282541275
0,train,1,68,Teacher,0.0180380064994096
0,train,1,69,Teacher,0.0308865904808044
0,train,1,70,Teacher,0.02428132109344
0,train,1,71,Teacher,0.0144639369100332
0,train,1,72,Teacher,0.0103952111676335
0,train,1,73,Teacher,0.0132614895701408
0,train,1,74,Teacher,0.015494842082262
0,train,1,75,Teacher,0.0123237986117601
0,train,1,76,Teacher,0.0258368775248527
0,train,1,77,Teacher,0.0081573696807026
0,train,1,78,Teacher,0.0149250561371445
0,train,1,79,Teacher,0.0157260131090879
0,train,1,80,Teacher,0.0245501063764095
0,train,1,81,Teacher,0.0065119252540171
0,train,1,82,Teacher,0.0089923935011029
0,train,1,83,Teacher,0.0246025249361991
0,train,1,84,Teacher,0.0159853640943765
0,train,1,85,Teacher,0.0141403395682573
0,train,1,86,Teacher,0.0113311717286705
0,train,1,87,Teacher,0.0131925037130713
0,train,1,88,Teacher,0.0162575002759695
0,train,1,89,Teacher,0.0116696115583181
0,train,1,90,Teacher,0.0144242215901613
0,train,1,91,Teacher,0.0081411022692918
0,train,1,92,Teacher,0.0154775260016322
0,train,1,93,Teacher,0.0105978855863213
0,train,1,94,Teacher,0.019443018361926
0,train,1,95,Teacher,0.0071614333428442
0,train,1,96,Teacher,0.0195229165256023
0,train,1,97,Teacher,0.0227409265935421
0,train,1,98,Teacher,0.0160137750208377
0,train,1,99,Teacher,0.016107952222228
0,train,1,0,Student 9,0.0267509892582893
0,train,1,1,Student 1,0.0042330333963036
0,train,1,2,Student 4,0.0093235336244106
0,train,1,3,Student 5,0.0087248841300606
0,train,1,4,Student 1,0.0051610539667308
0,train,1,5,Student 8,0.0116696981713175
0,train,1,6,Student 0,0.0198750626295804
0,train,1,7,Student 2,0.0093520851805806
0,train,1,8,Student 0,0.0287048928439617
0,train,1,9,Student 3,0.0070642936043441
0,train,1,10,Student 6,0.0151089671999216
0,train,1,11,Student 0,0.0123639395460486
0,train,1,12,Student 4,0.0070002903230488
0,train,1,13,Student 2,0.0078124343417584
0,train,1,14,Student 8,0.0101897660642862
0,train,1,15,Student 3,0.0123424073681235
0,train,1,16,Student 6,0.0113346371799707
0,train,1,17,Student 0,0.0076190815307199
0,train,1,18,Student 4,0.0093806497752666
0,train,1,19,Student 4,0.0083941388875246
0,train,1,20,Student 6,0.0116464318707585
0,train,1,21,Student 6,0.008238730020821
0,train,1,22,Student 8,0.0083362935110926
0,train,1,23,Student 4,0.0065574273467063
0,train,1,24,Student 5,0.0119281318038702
0,train,1,25,Student 6,0.0106097916141152
0,train,1,26,Student 7,0.0086960280314087
0,train,1,27,Student 2,0.0065351193770766
0,train,1,28,Student 3,0.0077326539903879
0,train,1,29,Student 2,0.0126331802457571
0,train,1,30,Student 5,0.0142166065052151
0,train,1,31,Student 1,0.0043208128772675
0,train,1,32,Student 8,0.0092545403167605
0,train,1,33,Student 2,0.0236478131264448
0,train,1,34,Student 7,0.0112743321806192
0,train,1,35,Student 9,0.0123565420508384
0,train,1,36,Student 2,0.0166185721755027
0,train,1,37,Student 7,0.0078834788873791
0,train,1,38,Student 1,0.0081468019634485
0,train,1,39,Student 9,0.0086542293429374
0,train,1,40,Student 6,0.021704202517867
0,train,1,41,Student 9,0.0067248176783323
0,train,1,42,Student 1,0.0033599510788917
0,train,1,43,Student 1,0.0050561232492327
0,train,1,44,Student 4,0.0074166720733046
0,train,1,45,Student 2,0.0286168288439512
0,train,1,46,Student 3,0.0101303625851869
0,train,1,47,Student 5,0.0106373718008399
0,train,1,48,Student 3,0.0079144202172756
0,train,1,49,Student 8,0.0096881417557597
0,train,1,50,Student 2,0.0093812262639403
0,train,1,51,Student 7,0.0068066581152379
0,train,1,52,Student 7,0.0063120387494564
0,train,1,53,Student 0,0.0122855752706527
0,train,1,54,Student 8,0.0157867241650819
0,train,1,55,Student 1,0.0029598611872643
0,train,1,56,Student 6,0.0036653552670031
0,train,1,57,Student 5,0.0060339523479342
0,train,1,58,Student 7,0.0079388814046978
0,train,1,59,Student 0,0.030434088781476
0,train,1,60,Student 8,0.0157216731458902
0,train,1,61,Student 1,0.0038893937598913
0,train,1,62,Student 5,0.0138607956469058
0,train,1,63,Student 8,0.0045719221234321
0,train,1,64,Student 4,0.0031889674719423
0,train,1,65,Student 0,0.0126477079465985
0,train,1,66,Student 5,0.0072781406342983
0,train,1,67,Student 1,0.0047617992386221
0,train,1,68,Student 7,0.0092743914574384
0,train,1,69,Student 4,0.011800518259406
0,train,1,70,Student 3,0.0141473738476634
0,train,1,71,Student 2,0.0072545735165476
0,train,1,72,Student 7,0.006682293023914
0,train,1,73,Student 9,0.0106627140194177
0,train,1,74,Student 6,0.0087656518444418
0,train,1,75,Student 8,0.0077123139053583
0,train,1,76,Student 0,0.0334453769028186
0,train,1,77,Student 7,0.0053265374153852
0,train,1,78,Student 8,0.0107280295342206
0,train,1,79,Student 2,0.0084099192172288
0,train,1,80,Student 6,0.0307901315391063
0,train,1,81,Student 3,0.0051836529746651
0,train,1,82,Student 9,0.0069225304760038
0,train,1,83,Student 9,0.0073469714261591
0,train,1,84,Student 0,0.0196826793253421
0,train,1,85,Student 9,0.0058249812573194
0,train,1,86,Student 9,0.0093644391745328
0,train,1,87,Student 4,0.0089581552892923
0,train,1,88,Student 3,0.0099724568426609
0,train,1,89,Student 3,0.0080283749848604
0,train,1,90,Student 5,0.0092834308743476
0,train,1,91,Student 1,0.005049763713032
0,train,1,92,Student 5,0.0101289916783571
0,train,1,93,Student 9,0.0067927874624729
0,train,1,94,Student 6,0.0171713680028915
0,train,1,95,Student 7,0.0052295820787549
0,train,1,96,Student 5,0.0095958486199378
0,train,1,97,Student 0,0.0183739122003316
0,train,1,98,Student 3,0.0118426233530044
0,train,1,99,Student 4,0.0116876373067498
0,train,2,0,Teacher,0.0083100879564881
0,train,2,1,Teacher,0.0039530582726001
0,train,2,2,Teacher,0.0054262629710137
0,train,2,3,Teacher,0.0110593037679791
0,train,2,4,Teacher,0.0103753767907619
0,train,2,5,Teacher,0.0047641890123486
0,train,2,6,Teacher,0.0041689658537507
0,train,2,7,Teacher,0.0031788791529834
0,train,2,8,Teacher,0.0064939376898109
0,train,2,9,Teacher,0.0051251682452857
0,train,2,10,Teacher,0.008902795612812
0,train,2,11,Teacher,0.0216279625892639
0,train,2,12,Teacher,0.0042315940372645
0,train,2,13,Teacher,0.0024292236194014
0,train,2,14,Teacher,0.0051056980155408
0,train,2,15,Teacher,0.0085725393146276
0,train,2,16,Teacher,0.0056219114921987
0,train,2,17,Teacher,0.0047964947298169
0,train,2,18,Teacher,0.0033662926871329
0,train,2,19,Teacher,0.006396051030606
0,train,2,20,Teacher,0.0086709894239902
0,train,2,21,Teacher,0.0032194766681641
0,train,2,22,Teacher,0.0188586246222257
0,train,2,23,Teacher,0.0069004362449049
0,train,2,24,Teacher,0.0050225141458213
0,train,2,25,Teacher,0.0140059124678373
0,train,2,26,Teacher,0.0043176966719329
0,train,2,27,Teacher,0.0059425006620585
0,train,2,28,Teacher,0.0043668067082762
0,train,2,29,Teacher,0.015644896775484
0,train,2,30,Teacher,0.0106036569923162
0,train,2,31,Teacher,0.0143714053556323
0,train,2,32,Teacher,0.0098162749782204
0,train,2,33,Teacher,0.0104863811284303
0,train,2,34,Teacher,0.0086187366396188
0,train,2,35,Teacher,0.0063337236642837
0,train,2,36,Teacher,0.0110474210232496
0,train,2,37,Teacher,0.0096316114068031
0,train,2,38,Teacher,0.0067210849374532
0,train,2,39,Teacher,0.005487488117069
0,train,2,40,Teacher,0.0076464400626719
0,train,2,41,Teacher,0.0043499669991433
0,train,2,42,Teacher,0.0044530481100082
0,train,2,43,Teacher,0.0040886523202061
0,train,2,44,Teacher,0.0244175121188163
0,train,2,45,Teacher,0.0137679185718297
0,train,2,46,Teacher,0.0088779022917151
0,train,2,47,Teacher,0.0044798604212701
0,train,2,48,Teacher,0.0046428446657955
0,train,2,49,Teacher,0.0046669798903167
0,train,2,50,Teacher,0.0043581114150583
0,train,2,51,Teacher,0.0085136173292994
0,train,2,52,Teacher,0.0054607912898063
0,train,2,53,Teacher,0.0119224041700363
0,train,2,54,Teacher,0.0051184361800551
0,train,2,55,Teacher,0.0067507526837289
0,train,2,56,Teacher,0.0052023464813828
0,train,2,57,Teacher,0.0058375266380608
0,train,2,58,Teacher,0.0077928956598043
0,train,2,59,Teacher,0.0105085335671901
0,train,2,60,Teacher,0.0050552664324641
0,train,2,61,Teacher,0.0068743247538805
0,train,2,62,Teacher,0.0086773401126265
0,train,2,63,Teacher,0.0051391194574534
0,train,2,64,Teacher,0.0054180147126317
0,train,2,65,Teacher,0.0085537116974592
0,train,2,66,Teacher,0.0057199466973543
0,train,2,67,Teacher,0.0051564592868089
0,train,2,68,Teacher,0.0101413978263735
0,train,2,69,Teacher,0.0134178604930639
0,train,2,70,Teacher,0.0051873354241251
0,train,2,71,Teacher,0.0062754694372415
0,train,2,72,Teacher,0.0080945091322064
0,train,2,73,Teacher,0.0068716006353497
0,train,2,74,Teacher,0.0028804598841816
0,train,2,75,Teacher,0.0042122821323573
0,train,2,76,Teacher,0.005182962398976
0,train,2,77,Teacher,0.0043822755105793
0,train,2,78,Teacher,0.0069899661466479
0,train,2,79,Teacher,0.0067230821587145
0,train,2,80,Teacher,0.0091340029612183
0,train,2,81,Teacher,0.0065901321358978
0,train,2,82,Teacher,0.0037736240774393
0,train,2,83,Teacher,0.0041127470321953
0,train,2,84,Teacher,0.0048396922647953
0,train,2,85,Teacher,0.0059974286705255
0,train,2,86,Teacher,0.0062223561108112
0,train,2,87,Teacher,0.0039749932475388
0,train,2,88,Teacher,0.0080823302268981
0,train,2,89,Teacher,0.0078757777810096
0,train,2,90,Teacher,0.0085495179519057
0,train,2,91,Teacher,0.0111443512141704
0,train,2,92,Teacher,0.0053452616557478
0,train,2,93,Teacher,0.0048094633966684
0,train,2,94,Teacher,0.0080445660278201
0,train,2,95,Teacher,0.0038744828198105
0,train,2,96,Teacher,0.0046361335553228
0,train,2,97,Teacher,0.0067543569020926
0,train,2,98,Teacher,0.0057595400139689
0,train,2,99,Teacher,0.0084993978962302
0,train,2,0,Student 0,0.0063808700069785
0,train,2,1,Student 8,0.0052063143812119
0,train,2,2,Student 7,0.0085344370454549
0,train,2,3,Student 0,0.0058654034510254
0,train,2,4,Student 2,0.0057177715934813
0,train,2,5,Student 4,0.0023018508218228
0,train,2,6,Student 7,0.0076273675076663
0,train,2,7,Student 1,0.0024289446882903
0,train,2,8,Student 5,0.010792582295835
0,train,2,9,Student 8,0.0041674617677927
0,train,2,10,Student 7,0.0095015633851289
0,train,2,11,Student 0,0.0127346804365515
0,train,2,12,Student 1,0.0034627409186214
0,train,2,13,Student 1,0.0027868286706507
0,train,2,14,Student 7,0.0039665373042225
0,train,2,15,Student 4,0.0067648994736373
0,train,2,16,Student 6,0.0031878454610705
0,train,2,17,Student 4,0.0044215568341314
0,train,2,18,Student 3,0.0038412434514611
0,train,2,19,Student 9,0.0051839058287441
0,train,2,20,Student 6,0.0046263285912573
0,train,2,21,Student 1,0.0035975307691842
0,train,2,22,Student 6,0.0071346336044371
0,train,2,23,Student 8,0.008073465898633
0,train,2,24,Student 9,0.0034146339166909
0,train,2,25,Student 2,0.0037387576885521
0,train,2,26,Student 1,0.0028488638345152
0,train,2,27,Student 2,0.0034933011047542
0,train,2,28,Student 1,0.0053583206608891
0,train,2,29,Student 3,0.0058418796397745
0,train,2,30,Student 5,0.0043155062012374
0,train,2,31,Student 0,0.0151195898652076
0,train,2,32,Student 5,0.0032502172980457
0,train,2,33,Student 0,0.0066240187734365
0,train,2,34,Student 8,0.0050907125696539
0,train,2,35,Student 3,0.0069087031297385
0,train,2,36,Student 9,0.0068876929581165
0,train,2,37,Student 3,0.0075401901267468
0,train,2,38,Student 9,0.0028037659358233
0,train,2,39,Student 9,0.005442839115858
0,train,2,40,Student 2,0.0050257304683327
0,train,2,41,Student 7,0.0045807505957782
0,train,2,42,Student 1,0.0021125436760485
0,train,2,43,Student 9,0.0023764865472912
0,train,2,44,Student 6,0.0048294067382812
0,train,2,45,Student 0,0.0115808229893445
0,train,2,46,Student 2,0.0063016377389431
0,train,2,47,Student 5,0.003659802256152
0,train,2,48,Student 4,0.0034813955426216
0,train,2,49,Student 7,0.0027057437691837
0,train,2,50,Student 4,0.003154152072966
0,train,2,51,Student 0,0.0042909872718155
0,train,2,52,Student 3,0.0032262536697089
0,train,2,53,Student 6,0.0067510856315493
0,train,2,54,Student 2,0.0069334995932877
0,train,2,55,Student 8,0.0056701032444834
0,train,2,56,Student 7,0.0032895947806537
0,train,2,57,Student 2,0.0064620468765497
0,train,2,58,Student 8,0.0038090057205408
0,train,2,59,Student 0,0.0045837862417101
0,train,2,60,Student 7,0.004927672445774
0,train,2,61,Student 0,0.0040023452602326
0,train,2,62,Student 9,0.0031952818389981
0,train,2,63,Student 2,0.0068074292503297
0,train,2,64,Student 9,0.0029456161428242
0,train,2,65,Student 9,0.0050693280063569
0,train,2,66,Student 3,0.0067465929314494
0,train,2,67,Student 5,0.0041285506449639
0,train,2,68,Student 8,0.0080473413690924
0,train,2,69,Student 6,0.0100481854751706
0,train,2,70,Student 3,0.004180600401014
0,train,2,71,Student 5,0.0025896898005157
0,train,2,72,Student 8,0.0034773552324622
0,train,2,73,Student 3,0.0068080085329711
0,train,2,74,Student 1,0.0017308642854914
0,train,2,75,Student 7,0.0022863291669636
0,train,2,76,Student 3,0.0024727433919906
0,train,2,77,Student 1,0.00292788608931
0,train,2,78,Student 7,0.0059495363384485
0,train,2,79,Student 5,0.0026185128372162
0,train,2,80,Student 4,0.0033609722740948
0,train,2,81,Student 4,0.0028579260688275
0,train,2,82,Student 1,0.0036261901259422
0,train,2,83,Student 6,0.0034803247544914
0,train,2,84,Student 8,0.0019478962058201
0,train,2,85,Student 0,0.0046604657545685
0,train,2,86,Student 6,0.0033588698133826
0,train,2,87,Student 9,0.0028806303162127
0,train,2,88,Student 5,0.0046542598865926
0,train,2,89,Student 3,0.0038274931721389
0,train,2,90,Student 6,0.0053097479976713
0,train,2,91,Student 5,0.0041050529107451
0,train,2,92,Student 4,0.0037769700866192
0,train,2,93,Student 4,0.0035676122643053
0,train,2,94,Student 2,0.0082474192604422
0,train,2,95,Student 4,0.0048217172734439
0,train,2,96,Student 5,0.0033052170183509
0,train,2,97,Student 2,0.005400882102549
0,train,2,98,Student 6,0.0059983674436807
0,train,2,99,Student 8,0.0076345484703779
0,train,3,0,Teacher,0.0039056465029716
0,train,3,1,Teacher,0.0010754776885733
0,train,3,2,Teacher,0.0037242772523313
0,train,3,3,Teacher,0.0013373024994507
0,train,3,4,Teacher,0.0025528194382786
0,train,3,5,Teacher,0.002836030209437
0,train,3,6,Teacher,0.0016686426242813
0,train,3,7,Teacher,0.0048080226406455
0,train,3,8,Teacher,0.0024861951824277
0,train,3,9,Teacher,0.0034107877872884
0,train,3,10,Teacher,0.0033985569607466
0,train,3,11,Teacher,0.0023855806794017
0,train,3,12,Teacher,0.002977495547384
0,train,3,13,Teacher,0.0033609536476433
0,train,3,14,Teacher,0.0085115898400545
0,train,3,15,Teacher,0.0023719444870948
0,train,3,16,Teacher,0.0023061772808432
0,train,3,17,Teacher,0.0027110201772302
0,train,3,18,Teacher,0.0020271192770451
0,train,3,19,Teacher,0.0024299232754856
0,train,3,20,Teacher,0.0033809896558523
0,train,3,21,Teacher,0.0022223382256925
0,train,3,22,Teacher,0.0016347183845937
0,train,3,23,Teacher,0.0039931517094373
0,train,3,24,Teacher,0.0038446215912699
0,train,3,25,Teacher,0.0045444658026099
0,train,3,26,Teacher,0.0048063793219625
0,train,3,27,Teacher,0.0058418372645974
0,train,3,28,Teacher,0.0063073625788092
0,train,3,29,Teacher,0.0021281877998262
0,train,3,30,Teacher,0.0019166450947523
0,train,3,31,Teacher,0.0024947526399046
0,train,3,32,Teacher,0.0094018029049038
0,train,3,33,Teacher,0.0024982111062854
0,train,3,34,Teacher,0.0118699530139565
0,train,3,35,Teacher,0.0018524524057283
