dataset,way,train_shot,test_shot,max_depth,x_dim,channels,trials,split,in_alphabet,add_rotations,test_batch,full_test,save_data,table_dataset,accuracy,duration_sec
covtype,7,300,1,7,54,0,100,test,False,True,2000,False,False,True,0.6885714285714286,16.725175857543945
covtype,7,300,1,10,54,0,100,test,False,True,2000,False,False,True,0.6899999999999998,19.20615577697754
covtype,7,300,1,20,54,0,100,test,False,True,2000,False,False,True,0.6942857142857142,18.82404375076294
covtype,7,300,1,30,54,0,100,test,False,True,2000,False,False,True,0.6971428571428571,19.30304336547852
covtype,7,300,1,50,54,0,100,test,False,True,2000,False,False,True,0.6785714285714285,19.675046920776367
covtype,7,300,1,100,54,0,100,test,False,True,2000,False,False,True,0.7028571428571427,18.40106463432312
covtype,7,1,1,1,54,0,100,train,False,True,2000,False,False,True,0.1742857142857142,86.5059723854065
covtype,7,1,1,3,54,0,100,train,False,True,2000,False,False,True,0.2357142857142856,85.47355842590332
covtype,7,1,1,5,54,0,100,train,False,True,2000,False,False,True,0.2628571428571428,82.57044911384583
covtype,7,1,1,7,54,0,100,train,False,True,2000,False,False,True,0.2599999999999999,84.83149528503418
covtype,7,1,1,10,54,0,100,train,False,True,2000,False,False,True,0.267142857142857,84.20485949516296
covtype,7,1,1,20,54,0,100,train,False,True,2000,False,False,True,0.2585714285714285,80.22595143318176
covtype,7,1,1,30,54,0,100,train,False,True,2000,False,False,True,0.2642857142857142,83.86034655570984
covtype,7,1,1,50,54,0,100,train,False,True,2000,False,False,True,0.2728571428571428,86.85883474349976
covtype,7,1,1,100,54,0,100,train,False,True,2000,False,False,True,0.2685714285714284,86.89108848571777
covtype,7,10,1,1,54,0,100,train,False,True,2000,False,False,True,0.2714285714285713,88.10291981697083
covtype,7,10,1,3,54,0,100,train,False,True,2000,False,False,True,0.4985714285714284,84.08697414398193
covtype,7,10,1,5,54,0,100,train,False,True,2000,False,False,True,0.5299999999999999,82.36474800109863
covtype,7,10,1,7,54,0,100,train,False,True,2000,False,False,True,0.4971428571428571,86.05291843414307
covtype,7,10,1,10,54,0,100,train,False,True,2000,False,False,True,0.4885714285714285,86.28173565864563
covtype,7,10,1,20,54,0,100,train,False,True,2000,False,False,True,0.5185714285714286,84.03654098510742
covtype,7,10,1,30,54,0,100,train,False,True,2000,False,False,True,0.5,81.13277626037598
covtype,7,10,1,50,54,0,100,train,False,True,2000,False,False,True,0.5099999999999999,82.01827263832092
covtype,7,10,1,100,54,0,100,train,False,True,2000,False,False,True,0.5057142857142857,82.27621293067932
covtype,7,50,1,1,54,0,100,train,False,True,2000,False,False,True,0.2799999999999998,86.45422601699829
covtype,7,50,1,3,54,0,100,train,False,True,2000,False,False,True,0.57,88.03680753707886
covtype,7,50,1,5,54,0,100,train,False,True,2000,False,False,True,0.5971428571428571,86.23195028305054
covtype,7,50,1,7,54,0,100,train,False,True,2000,False,False,True,0.5971428571428571,81.84644770622253
covtype,7,50,1,10,54,0,100,train,False,True,2000,False,False,True,0.5885714285714285,83.46588277816772
covtype,7,50,1,20,54,0,100,train,False,True,2000,False,False,True,0.5914285714285714,83.76399731636047
covtype,7,50,1,30,54,0,100,train,False,True,2000,False,False,True,0.5557142857142857,86.20804190635681
covtype,7,50,1,50,54,0,100,train,False,True,2000,False,False,True,0.5828571428571427,85.93096995353699
covtype,7,50,1,100,54,0,100,train,False,True,2000,False,False,True,0.6071428571428571,81.31905102729797
covtype,7,100,1,1,54,0,100,train,False,True,2000,False,False,True,0.2857142857142856,80.37796354293823
covtype,7,100,1,3,54,0,100,train,False,True,2000,False,False,True,0.5785714285714285,68.11077213287354
covtype,7,100,1,5,54,0,100,train,False,True,2000,False,False,True,0.6357142857142857,81.60774254798889
covtype,7,100,1,7,54,0,100,train,False,True,2000,False,False,True,0.6328571428571427,80.69605541229248
covtype,7,100,1,10,54,0,100,train,False,True,2000,False,False,True,0.6257142857142857,81.34137225151062
covtype,7,100,1,20,54,0,100,train,False,True,2000,False,False,True,0.6157142857142857,81.47732424736023
covtype,7,100,1,30,54,0,100,train,False,True,2000,False,False,True,0.6128571428571427,82.10812282562256
covtype,7,100,1,50,54,0,100,train,False,True,2000,False,False,True,0.6385714285714286,79.9743287563324
covtype,7,100,1,100,54,0,100,train,False,True,2000,False,False,True,0.6128571428571429,79.5686240196228
covtype,7,200,1,1,54,0,100,train,False,True,2000,False,False,True,0.2857142857142856,80.69319128990173
covtype,7,200,1,3,54,0,100,train,False,True,2000,False,False,True,0.6014285714285714,80.60035991668701
covtype,7,200,1,5,54,0,100,train,False,True,2000,False,False,True,0.6442857142857144,77.97109127044678
covtype,7,200,1,7,54,0,100,train,False,True,2000,False,False,True,0.6542857142857141,80.62633514404297
covtype,7,200,1,10,54,0,100,train,False,True,2000,False,False,True,0.6499999999999999,79.77951622009277
covtype,7,200,1,20,54,0,100,train,False,True,2000,False,False,True,0.6814285714285714,82.14293694496155
covtype,7,200,1,30,54,0,100,train,False,True,2000,False,False,True,0.6828571428571428,81.79613542556763
covtype,7,200,1,50,54,0,100,train,False,True,2000,False,False,True,0.6471428571428572,83.11708760261536
covtype,7,200,1,100,54,0,100,train,False,True,2000,False,False,True,0.6528571428571428,79.30727553367615
covtype,7,300,1,1,54,0,100,train,False,True,2000,False,False,True,0.2857142857142856,77.88948035240173
covtype,7,300,1,3,54,0,100,train,False,True,2000,False,False,True,0.6085714285714285,79.42347621917725
covtype,7,300,1,5,54,0,100,train,False,True,2000,False,False,True,0.6557142857142857,75.00424790382385
covtype,7,300,1,7,54,0,100,train,False,True,2000,False,False,True,0.6914285714285714,81.68805980682373
covtype,7,300,1,10,54,0,100,train,False,True,2000,False,False,True,0.7042857142857143,80.83235931396484
covtype,7,300,1,20,54,0,100,train,False,True,2000,False,False,True,0.7014285714285715,80.08223414421082
covtype,7,300,1,30,54,0,100,train,False,True,2000,False,False,True,0.67,80.53248238563538
covtype,7,300,1,50,54,0,100,train,False,True,2000,False,False,True,0.6857142857142857,78.5728874206543
covtype,7,300,1,100,54,0,100,train,False,True,2000,False,False,True,0.7000000000000002,84.32470846176147
