dataset,epochs,way,train_shot,test_shot,x_dim,z_dim,dld,optimizer,lr,initialization,channels,loss,trials,silent,split,in_alphabet,add_rotations,gpu,test_batch,full_test,save_data,table_dataset,accuracy,duration_sec,lr_target
mnist,10,10,50,1,28,2000,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.912,1166.2427017688751,0.0001
mnist,10,10,50,1,28,2000,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9200000000000002,1151.2584795951843,5e-05
mnist,10,10,100,1,28,784,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9040000000000002,2024.503578901291,0.001
mnist,10,10,100,1,28,784,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9330000000000004,2039.060435295105,0.0001
mnist,10,10,100,1,28,784,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9260000000000004,2035.922024726868,5e-05
mnist,10,10,100,1,28,784,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8920000000000003,2017.425169467926,0.001
mnist,10,10,100,1,28,784,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.926,2021.112003326416,0.0001
mnist,10,10,100,1,28,784,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.941,2000.9079632759087,5e-05
mnist,10,10,100,1,28,784,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8800000000000001,2020.414540052414,0.001
mnist,10,10,100,1,28,784,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.915,1972.591285467148,0.0001
mnist,10,10,100,1,28,784,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.924,2000.6321506500244,5e-05
mnist,10,10,100,1,28,2000,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9060000000000002,2237.18364238739,0.001
mnist,10,10,100,1,28,2000,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9250000000000002,2229.441383123398,0.0001
mnist,10,10,100,1,28,2000,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.912,2253.091367959976,5e-05
mnist,10,10,100,1,28,2000,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.894,2258.034327983856,0.001
mnist,10,10,100,1,28,2000,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9370000000000002,2323.8424015045166,0.0001
mnist,10,10,100,1,28,2000,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.943,2297.089241504669,5e-05
mnist,10,10,100,1,28,2000,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8850000000000001,2312.6887068748474,0.001
mnist,10,10,100,1,28,2000,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.927,2289.9856326580048,0.0001
mnist,10,10,100,1,28,2000,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.934,2291.38210606575,5e-05
mnist,10,10,200,1,28,784,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9090000000000004,4140.16920208931,0.001
mnist,10,10,200,1,28,784,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8980000000000001,4148.572394371033,0.0001
mnist,10,10,200,1,28,784,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8870000000000001,4140.026823997498,5e-05
mnist,10,10,200,1,28,784,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.907,4138.022790670395,0.001
mnist,10,10,200,1,28,784,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.949,4165.997297286987,0.0001
mnist,10,10,200,1,28,784,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.948,4169.677522420883,5e-05
mnist,10,10,200,1,28,784,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.902,4124.065421581268,0.001
mnist,10,10,200,1,28,784,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.943,4154.674800872803,0.0001
mnist,10,10,200,1,28,784,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.946,4138.805912971497,5e-05
mnist,10,10,200,1,28,2000,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.915,4584.6635138988495,0.001
mnist,10,10,200,1,28,2000,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8500000000000001,4562.807580709457,0.0001
mnist,10,10,200,1,28,2000,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.828,4526.933014392853,5e-05
mnist,10,10,200,1,28,2000,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.905,4512.184225320816,0.001
mnist,10,10,200,1,28,2000,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9500000000000002,4515.832326889038,0.0001
mnist,10,10,200,1,28,2000,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9530000000000004,4477.776718378067,5e-05
mnist,10,10,200,1,28,2000,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8920000000000001,4552.468512773514,0.001
mnist,10,10,200,1,28,2000,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9440000000000004,4486.937814950943,0.0001
mnist,10,10,200,1,28,2000,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.958,4518.5506892204285,5e-05
mnist,10,10,300,1,28,784,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9040000000000002,6137.240843296051,0.001
mnist,10,10,300,1,28,784,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8360000000000001,6082.833227396011,0.0001
mnist,10,10,300,1,28,784,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8220000000000001,6091.341962099075,5e-05
mnist,10,10,300,1,28,784,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9110000000000004,6076.850606441498,0.001
mnist,10,10,300,1,28,784,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.95,6140.289110422134,0.0001
mnist,10,10,300,1,28,784,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.954,6090.305942296982,5e-05
mnist,10,10,300,1,28,784,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8980000000000002,6097.084306240082,0.001
mnist,10,10,300,1,28,784,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.944,6055.674450397492,0.0001
mnist,10,10,300,1,28,784,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.953,6086.978306055069,5e-05
mnist,10,10,300,1,28,2000,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9210000000000004,6768.466204881668,0.001
mnist,10,10,300,1,28,2000,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.796,6826.003356218338,0.0001
mnist,10,10,300,1,28,2000,True,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.772,6788.9567630290985,5e-05
mnist,10,10,300,1,28,2000,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9320000000000004,6790.3531839847565,0.001
mnist,10,10,300,1,28,2000,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9500000000000002,6871.885556936264,0.0001
mnist,10,10,300,1,28,2000,True,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.961,6778.355581760407,5e-05
mnist,10,10,300,1,28,2000,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9250000000000002,6766.924611091614,0.001
mnist,10,10,300,1,28,2000,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.9520000000000002,6788.111418008804,0.0001
mnist,10,10,300,1,28,2000,True,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.965,6791.7271201610565,5e-05
