dataset,epochs,way,train_shot,test_shot,x_dim,z_dim,dld,optimizer,lr,lr_target,initialization,channels,loss,trials,silent,split,in_alphabet,add_rotations,gpu,test_batch,full_test,save_data,table_dataset,accuracy,duration_sec
fashion_mnist,3,10,10,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.703,80.06741189956665
fashion_mnist,3,10,10,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.6650000000000001,84.00765657424927
fashion_mnist,3,10,10,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.652,82.9882173538208
fashion_mnist,3,10,10,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.6729999999999998,77.45292496681213
fashion_mnist,3,10,10,1,28,2000,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.645,78.67125344276428
fashion_mnist,3,10,10,1,28,2000,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.643,78.07479977607727
fashion_mnist,3,10,10,1,28,2000,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.6489999999999999,79.81743931770325
fashion_mnist,3,10,10,1,28,2000,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.627,79.08776521682739
fashion_mnist,3,10,10,1,28,2000,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.623,78.25800037384033
fashion_mnist,3,10,50,1,28,784,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7610000000000001,288.09207034111023
fashion_mnist,3,10,50,1,28,784,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.763,303.7494294643402
fashion_mnist,3,10,50,1,28,784,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7610000000000001,280.4067289829254
fashion_mnist,3,10,50,1,28,784,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7519999999999999,300.5288269519806
fashion_mnist,3,10,50,1,28,784,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.763,297.6442759037018
fashion_mnist,3,10,50,1,28,784,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7599999999999999,306.5515401363373
fashion_mnist,3,10,50,1,28,784,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7320000000000002,288.3064363002777
fashion_mnist,3,10,50,1,28,784,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7239999999999998,282.46100783348083
fashion_mnist,3,10,50,1,28,784,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7169999999999999,297.8930401802063
fashion_mnist,3,10,50,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7549999999999999,327.9030051231384
fashion_mnist,3,10,50,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.742,366.40552377700806
fashion_mnist,3,10,50,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7340000000000001,345.02229022979736
fashion_mnist,3,10,50,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7380000000000001,361.7484338283539
fashion_mnist,3,10,50,1,28,2000,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7450000000000001,360.24777698516846
fashion_mnist,3,10,50,1,28,2000,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7490000000000002,342.34023547172546
fashion_mnist,3,10,50,1,28,2000,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7210000000000001,356.9049932956696
fashion_mnist,3,10,50,1,28,2000,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7120000000000001,356.5771279335022
fashion_mnist,3,10,50,1,28,2000,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7060000000000001,345.7736654281616
fashion_mnist,3,10,100,1,28,784,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7860000000000003,572.7171404361725
fashion_mnist,3,10,100,1,28,784,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7649999999999999,603.9046628475189
fashion_mnist,3,10,100,1,28,784,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7550000000000001,612.8692796230316
fashion_mnist,3,10,100,1,28,784,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.791,600.3129901885986
fashion_mnist,3,10,100,1,28,784,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.794,608.5472865104675
fashion_mnist,3,10,100,1,28,784,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7829999999999999,590.2732617855072
fashion_mnist,3,10,100,1,28,784,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7760000000000001,599.4032154083252
fashion_mnist,3,10,100,1,28,784,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.773,598.1676495075226
fashion_mnist,3,10,100,1,28,784,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7659999999999999,586.8985238075256
fashion_mnist,3,10,100,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.782,686.9861419200897
fashion_mnist,3,10,100,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.716,675.3758194446564
fashion_mnist,3,10,100,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.713,654.4213316440582
fashion_mnist,3,10,100,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.774,663.4659485816956
fashion_mnist,3,10,100,1,28,2000,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.809,677.7403917312622
fashion_mnist,3,10,100,1,28,2000,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7909999999999999,654.7699699401855
fashion_mnist,3,10,100,1,28,2000,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7609999999999999,667.2817208766937
fashion_mnist,3,10,100,1,28,2000,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7930000000000001,668.1479308605194
fashion_mnist,3,10,100,1,28,2000,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.786,687.2862899303436
fashion_mnist,3,10,200,1,28,784,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7989999999999999,1165.5512037277222
fashion_mnist,3,10,200,1,28,784,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7469999999999999,1144.3657183647156
fashion_mnist,3,10,200,1,28,784,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.74,1197.2175307273865
fashion_mnist,3,10,200,1,28,784,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8080000000000002,1141.685007095337
fashion_mnist,3,10,200,1,28,784,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.828,1201.5754613876345
fashion_mnist,3,10,200,1,28,784,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8240000000000001,1218.274262189865
fashion_mnist,3,10,200,1,28,784,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.802,1219.127558708191
fashion_mnist,3,10,200,1,28,784,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8170000000000001,1190.2352497577667
fashion_mnist,3,10,200,1,28,784,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.82,1241.620596408844
fashion_mnist,3,10,200,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.805,1342.0487320423126
fashion_mnist,3,10,200,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7360000000000001,1325.3176958560944
fashion_mnist,3,10,200,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7240000000000001,1346.397757768631
fashion_mnist,3,10,200,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.815,1373.1853585243225
fashion_mnist,3,10,200,1,28,2000,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8230000000000001,1354.0088939666748
fashion_mnist,3,10,200,1,28,2000,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8270000000000001,1380.249167919159
fashion_mnist,3,10,200,1,28,2000,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8100000000000002,1365.277302980423
fashion_mnist,3,10,200,1,28,2000,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8180000000000001,1335.24369931221
fashion_mnist,3,10,200,1,28,2000,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8170000000000002,1365.2183668613434
fashion_mnist,3,10,300,1,28,784,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.787,1815.2008554935453
fashion_mnist,3,10,300,1,28,784,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7289999999999999,1825.0586204528809
fashion_mnist,3,10,300,1,28,784,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7090000000000001,1848.4572277069087
fashion_mnist,3,10,300,1,28,784,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7929999999999999,1885.205898284912
fashion_mnist,3,10,300,1,28,784,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8210000000000001,1777.5820496082306
fashion_mnist,3,10,300,1,28,784,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8230000000000001,1838.6005144119265
fashion_mnist,3,10,300,1,28,784,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.797,1832.5482907295227
fashion_mnist,3,10,300,1,28,784,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.815,1815.9137535095213
fashion_mnist,3,10,300,1,28,784,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8210000000000001,1828.2809643745425
fashion_mnist,3,10,300,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7939999999999999,2003.8895070552824
fashion_mnist,3,10,300,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.6699999999999998,2005.5192289352417
fashion_mnist,3,10,300,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.654,2012.7022378444672
fashion_mnist,3,10,300,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8070000000000002,2010.3836436271667
fashion_mnist,3,10,300,1,28,2000,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.83,2021.904193401337
fashion_mnist,3,10,300,1,28,2000,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8320000000000001,2010.536819458008
fashion_mnist,3,10,300,1,28,2000,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.799,2013.179071187973
fashion_mnist,3,10,300,1,28,2000,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8330000000000003,2022.7789587974548
fashion_mnist,3,10,300,1,28,2000,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8320000000000002,2003.119594335556
fashion_mnist,10,10,1,1,28,784,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.461,27.772775411605835
fashion_mnist,10,10,1,1,28,784,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.4379999999999999,27.662038803100582
fashion_mnist,10,10,1,1,28,784,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.4379999999999999,27.83551263809204
fashion_mnist,10,10,1,1,28,784,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.4669999999999998,27.92416405677796
fashion_mnist,10,10,1,1,28,784,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.457,28.33760905265808
fashion_mnist,10,10,1,1,28,784,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.452,28.3236083984375
fashion_mnist,10,10,1,1,28,784,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.439,27.86090850830078
fashion_mnist,10,10,1,1,28,784,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.4009999999999999,28.488706827163696
fashion_mnist,10,10,1,1,28,784,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.3969999999999999,29.30851936340332
fashion_mnist,10,10,1,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.44,37.641916275024414
fashion_mnist,10,10,1,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.439,37.70173120498657
fashion_mnist,10,10,1,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.4379999999999999,37.76497197151184
fashion_mnist,10,10,1,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.477,37.76524710655213
fashion_mnist,10,10,1,1,28,2000,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.4519999999999999,41.58790826797485
fashion_mnist,10,10,1,1,28,2000,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.4479999999999999,38.09156894683838
fashion_mnist,10,10,1,1,28,2000,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.457,37.93684196472168
fashion_mnist,10,10,1,1,28,2000,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.419,38.07097434997559
fashion_mnist,10,10,1,1,28,2000,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.414,38.11567640304565
fashion_mnist,10,10,10,1,28,784,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.6689999999999999,204.14533376693728
fashion_mnist,10,10,10,1,28,784,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.6809999999999999,197.5650429725647
fashion_mnist,10,10,10,1,28,784,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.6839999999999999,195.9295973777771
fashion_mnist,10,10,10,1,28,784,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.6609999999999999,198.667742729187
fashion_mnist,10,10,10,1,28,784,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.6659999999999999,188.9996259212494
fashion_mnist,10,10,10,1,28,784,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.6639999999999999,204.2635724544525
fashion_mnist,10,10,10,1,28,784,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.6589999999999999,186.5417623519897
fashion_mnist,10,10,10,1,28,784,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.655,199.8531436920166
fashion_mnist,10,10,10,1,28,784,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.6470000000000001,193.66022109985352
fashion_mnist,10,10,10,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.694,230.20907068252563
fashion_mnist,10,10,10,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7029999999999998,227.0727517604828
fashion_mnist,10,10,10,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.694,232.36246180534363
fashion_mnist,10,10,10,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.694,226.47676491737369
fashion_mnist,10,10,10,1,28,2000,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.6929999999999998,226.8629314899445
fashion_mnist,10,10,10,1,28,2000,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.6969999999999997,223.9691071510315
fashion_mnist,10,10,10,1,28,2000,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.688,228.7182126045227
fashion_mnist,10,10,10,1,28,2000,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.677,225.25900077819824
fashion_mnist,10,10,10,1,28,2000,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.6679999999999998,227.6937429904937
fashion_mnist,10,10,50,1,28,784,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7689999999999999,1017.6730017662048
fashion_mnist,10,10,50,1,28,784,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7610000000000002,1031.9781198501587
fashion_mnist,10,10,50,1,28,784,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7370000000000002,1028.1701216697693
fashion_mnist,10,10,50,1,28,784,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.772,1029.4527351856232
fashion_mnist,10,10,50,1,28,784,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.8,1051.6198592185974
fashion_mnist,10,10,50,1,28,784,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7939999999999999,1013.2109274864196
fashion_mnist,10,10,50,1,28,784,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.764,1009.598177433014
fashion_mnist,10,10,50,1,28,784,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7889999999999999,1030.6395909786224
fashion_mnist,10,10,50,1,28,784,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7859999999999999,1026.9529812335968
fashion_mnist,10,10,50,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.748,1110.621500492096
fashion_mnist,10,10,50,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.713,1126.2571086883545
fashion_mnist,10,10,50,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.7020000000000001,1091.1981019973755
fashion_mnist,10,10,50,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,False,0.758,1108.7384955883026
