dataset,epochs,way,train_shot,test_shot,x_dim,z_dim,dld,optimizer,lr,lr_target,initialization,channels,loss,trials,silent,split,in_alphabet,add_rotations,gpu,test_batch,full_test,save_data,table_dataset,accuracy,duration_sec
svhn,10,10,50,1,32,1024,True,adam,5e-05,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.396,1948.0724880695343
svhn,10,10,50,1,32,2000,True,adam,0.001,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.2159999999999999,2914.112753391266
svhn,10,10,50,1,32,2000,True,adam,0.001,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.1249999999999999,2900.6982612609863
svhn,10,10,50,1,32,2000,True,adam,0.001,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.1199999999999999,2907.007175922394
svhn,10,10,50,1,32,2000,True,adam,0.0001,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.313,2921.2801847457886
svhn,10,10,50,1,32,2000,True,adam,0.0001,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.358,2907.827952861786
svhn,10,10,50,1,32,2000,True,adam,0.0001,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.384,2906.687506914139
svhn,10,10,50,1,32,2000,True,adam,5e-05,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.292,2897.03262257576
svhn,10,10,50,1,32,2000,True,adam,5e-05,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.374,2915.674753665924
svhn,10,10,50,1,32,2000,True,adam,5e-05,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.398,2892.608461856842
svhn,10,10,100,1,32,1024,True,adam,0.001,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.218,3952.3633313179016
svhn,10,10,100,1,32,1024,True,adam,0.001,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.113,3924.3953244686127
svhn,10,10,100,1,32,1024,True,adam,0.001,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.1079999999999999,3993.2303581237793
svhn,10,10,100,1,32,1024,True,adam,0.0001,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.363,3964.0873658657074
svhn,10,10,100,1,32,1024,True,adam,0.0001,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.3959999999999998,3971.367948293686
svhn,10,10,100,1,32,1024,True,adam,0.0001,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.3949999999999999,3957.762961387634
svhn,10,10,100,1,32,1024,True,adam,5e-05,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.335,3976.91015791893
svhn,10,10,100,1,32,1024,True,adam,5e-05,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.4149999999999999,3979.708352804184
svhn,10,10,100,1,32,1024,True,adam,5e-05,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.4479999999999999,3983.303619861603
svhn,10,10,100,1,32,2000,True,adam,0.001,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.228,5783.172861337662
svhn,10,10,100,1,32,2000,True,adam,0.001,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.126,5785.395188093185
svhn,10,10,100,1,32,2000,True,adam,0.001,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.1259999999999999,5811.97015786171
svhn,10,10,100,1,32,2000,True,adam,0.0001,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.407,5830.553757429123
svhn,10,10,100,1,32,2000,True,adam,0.0001,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.3849999999999999,5807.140534639359
svhn,10,10,100,1,32,2000,True,adam,0.0001,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.389,5818.595762014389
svhn,10,10,100,1,32,2000,True,adam,5e-05,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.3609999999999999,5560.0746257305145
svhn,10,10,100,1,32,2000,True,adam,5e-05,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.406,5641.173901319504
svhn,10,10,100,1,32,2000,True,adam,5e-05,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.4459999999999999,6936.575206518173
svhn,10,10,200,1,32,1024,True,adam,0.001,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.204,11447.178431987762
svhn,10,10,200,1,32,1024,True,adam,0.001,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.142,11553.250945568085
svhn,10,10,200,1,32,1024,True,adam,0.001,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.136,11358.974887371063
svhn,10,10,200,1,32,1024,True,adam,0.0001,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.4660000000000001,7914.655339479446
svhn,10,10,200,1,32,1024,True,adam,0.0001,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.408,7906.871720314026
svhn,10,10,200,1,32,1024,True,adam,0.0001,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.38,7960.656203746796
svhn,10,10,200,1,32,1024,True,adam,5e-05,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.466,7942.434257030487
svhn,10,10,200,1,32,1024,True,adam,5e-05,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.451,7907.74254822731
svhn,10,10,200,1,32,1024,True,adam,5e-05,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.4869999999999999,7820.607315778732
svhn,10,10,200,1,32,2000,True,adam,0.001,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.1859999999999999,11475.539609193802
svhn,10,10,200,1,32,2000,True,adam,0.001,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.1249999999999999,11504.436645746233
svhn,10,10,200,1,32,2000,True,adam,0.001,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.1159999999999999,11521.272993803024
svhn,10,10,200,1,32,2000,True,adam,0.0001,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.4919999999999999,11549.260681390762
svhn,10,10,200,1,32,2000,True,adam,0.0001,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.401,11446.221023797989
svhn,10,10,200,1,32,2000,True,adam,0.0001,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.3689999999999999,11466.047774076462
svhn,10,10,200,1,32,2000,True,adam,5e-05,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.4849999999999999,11506.49990582466
svhn,10,10,200,1,32,2000,True,adam,5e-05,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.4869999999999999,11478.482996463776
svhn,10,10,200,1,32,2000,True,adam,5e-05,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.4809999999999999,11494.508860111237
svhn,10,10,300,1,32,1024,True,adam,0.001,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.191,11819.226780653
svhn,10,10,300,1,32,1024,True,adam,0.001,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.132,11791.8609354496
svhn,10,10,300,1,32,1024,True,adam,0.001,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.128,12302.057527065275
svhn,10,10,300,1,32,1024,True,adam,0.0001,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.4869999999999999,11775.729351758957
svhn,10,10,300,1,32,1024,True,adam,0.0001,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.458,11787.324914693832
svhn,10,10,300,1,32,1024,True,adam,0.0001,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.379,11817.965001106262
svhn,10,10,300,1,32,1024,True,adam,5e-05,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.508,11776.964629888536
svhn,10,10,300,1,32,1024,True,adam,5e-05,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.493,11928.986919164658
svhn,10,10,300,1,32,1024,True,adam,5e-05,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.528,12011.31065773964
svhn,10,10,300,1,32,2000,True,adam,0.001,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.2,17444.85978794098
svhn,10,10,300,1,32,2000,True,adam,0.001,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.109,17420.46976184845
svhn,10,10,300,1,32,2000,True,adam,0.001,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.107,17434.823830366135
svhn,10,10,300,1,32,2000,True,adam,0.0001,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.4759999999999999,17463.28205537796
svhn,10,10,300,1,32,2000,True,adam,0.0001,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.38,17429.068103313446
svhn,10,10,300,1,32,2000,True,adam,0.0001,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.348,16702.091542720795
svhn,10,10,300,1,32,2000,True,adam,5e-05,0.001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.4800000000000001,15741.786282539368
svhn,10,10,300,1,32,2000,True,adam,5e-05,0.0001,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.468,15822.824295282364
svhn,10,10,300,1,32,2000,True,adam,5e-05,5e-05,xavier_normal,3,MSELoss(),100,False,test,False,True,0,2000,False,False,False,0.475,16390.28255867958
