dataset,epochs,way,train_shot,test_shot,x_dim,z_dim,dld,optimizer,lr,lr_target,initialization,channels,loss,trials,silent,split,in_alphabet,add_rotations,gpu,test_batch,full_test,save_data,table_dataset,svd_version,accuracy,duration_sec
omniglot,3,10,10,1,28,784,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,15.477277278900146
omniglot,3,10,10,1,28,784,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,14.689162731170654
omniglot,3,10,10,1,28,784,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,14.2244553565979
omniglot,3,10,10,1,28,784,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,12.881163597106934
omniglot,3,10,10,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,24.665574312210083
omniglot,3,10,10,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,25.510501623153687
omniglot,3,10,10,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,25.45763111114502
omniglot,3,10,10,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,25.09688186645508
omniglot,3,10,10,1,28,2000,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,25.511430501937863
omniglot,3,10,10,1,28,2000,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,24.07647204399109
omniglot,3,10,10,1,28,2000,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,25.276929140090942
omniglot,3,10,10,1,28,2000,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,25.20759057998657
omniglot,3,10,10,1,28,2000,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,24.63456106185913
omniglot,10,10,1,1,28,784,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,8.2561194896698
omniglot,10,10,1,1,28,784,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,8.186333894729614
omniglot,10,10,1,1,28,784,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,8.270731925964355
omniglot,10,10,1,1,28,784,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,8.142807483673096
omniglot,10,10,1,1,28,784,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,8.085029602050781
omniglot,10,10,1,1,28,784,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,8.061105489730835
omniglot,10,10,1,1,28,784,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,8.027612924575806
omniglot,10,10,1,1,28,784,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,7.888481855392456
omniglot,10,10,1,1,28,784,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,8.023757934570312
omniglot,10,10,1,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,17.053344249725342
omniglot,10,10,1,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,16.83115792274475
omniglot,10,10,1,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,17.375646352767944
omniglot,10,10,1,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,17.465166330337524
omniglot,10,10,1,1,28,2000,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,16.97084093093872
omniglot,10,10,1,1,28,2000,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,17.02784013748169
omniglot,10,10,1,1,28,2000,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,17.712748765945435
omniglot,10,10,1,1,28,2000,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,17.23077416419983
omniglot,10,10,1,1,28,2000,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,16.987743854522705
omniglot,10,10,3,1,28,784,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.616088390350342
omniglot,10,10,3,1,28,784,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.830115556716919
omniglot,10,10,3,1,28,784,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.635952472686768
omniglot,10,10,3,1,28,784,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.57379698753357
omniglot,10,10,3,1,28,784,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.974778652191162
omniglot,10,10,3,1,28,784,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.943917274475098
omniglot,10,10,3,1,28,784,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.630650520324707
omniglot,10,10,3,1,28,784,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.65876317024231
omniglot,10,10,3,1,28,784,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.53571105003357
omniglot,10,10,3,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,17.017597198486328
omniglot,10,10,3,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,16.704805612564087
omniglot,10,10,3,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,17.092915296554565
omniglot,10,10,3,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,18.72294306755066
omniglot,10,10,3,1,28,2000,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,16.57525610923767
omniglot,10,10,3,1,28,2000,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,16.636611700057983
omniglot,10,10,3,1,28,2000,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,17.436619520187378
omniglot,10,10,3,1,28,2000,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,17.14171552658081
omniglot,10,10,3,1,28,2000,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,16.5365469455719
omniglot,10,10,5,1,28,784,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,14.271365404129028
omniglot,10,10,5,1,28,784,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,12.732977151870728
omniglot,10,10,5,1,28,784,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,11.50933313369751
omniglot,10,10,5,1,28,784,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,10.2856764793396
omniglot,10,10,5,1,28,784,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,10.59714388847351
omniglot,10,10,5,1,28,784,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,13.902506113052368
omniglot,10,10,5,1,28,784,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,11.926454305648804
omniglot,10,10,5,1,28,784,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,10.28397297859192
omniglot,10,10,5,1,28,784,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,11.252762079238892
omniglot,10,10,5,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,21.8288414478302
omniglot,10,10,5,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,21.37101888656616
omniglot,10,10,5,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,20.99298739433289
omniglot,10,10,5,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,20.517061710357662
omniglot,10,10,5,1,28,2000,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,20.370962142944336
omniglot,10,10,5,1,28,2000,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,21.02892017364502
omniglot,10,10,5,1,28,2000,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,20.389497756958008
omniglot,10,10,5,1,28,2000,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,21.696460008621216
omniglot,10,10,5,1,28,2000,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,21.79080605506897
omniglot,10,10,10,1,28,784,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,12.299389839172363
omniglot,10,10,10,1,28,784,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,12.579249620437622
omniglot,10,10,10,1,28,784,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,13.871346473693848
omniglot,10,10,10,1,28,784,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,14.618362665176392
omniglot,10,10,10,1,28,784,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,14.39694356918335
omniglot,10,10,10,1,28,784,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,11.6496000289917
omniglot,10,10,10,1,28,784,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,11.26540732383728
omniglot,10,10,10,1,28,784,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,11.45232915878296
omniglot,10,10,10,1,28,784,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,11.259828805923462
omniglot,10,10,10,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,22.1542284488678
omniglot,10,10,10,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,23.91138291358948
omniglot,10,10,10,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,21.6706759929657
omniglot,10,10,10,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,21.968510150909424
omniglot,10,10,10,1,28,2000,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,24.16503119468689
omniglot,10,10,10,1,28,2000,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,25.003600358963013
omniglot,10,10,10,1,28,2000,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,25.579450130462646
omniglot,10,10,10,1,28,2000,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,24.717543601989743
omniglot,10,10,10,1,28,2000,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.7019999999999998,23.38837170600891
