dataset,epochs,way,train_shot,test_shot,x_dim,z_dim,dld,optimizer,lr,lr_target,initialization,channels,loss,trials,silent,split,in_alphabet,add_rotations,gpu,test_batch,full_test,save_data,table_dataset,svd_version,accuracy,duration_sec
omniglot,3,10,1,1,28,784,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3459999999999999,26.526387929916385
omniglot,3,10,1,1,28,784,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,8.050451755523682
omniglot,3,10,1,1,28,784,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,8.167367219924927
omniglot,3,10,1,1,28,784,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,7.945776462554932
omniglot,3,10,1,1,28,784,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,7.83843731880188
omniglot,3,10,1,1,28,784,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,7.945774078369141
omniglot,3,10,1,1,28,784,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,7.872785806655884
omniglot,3,10,1,1,28,784,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,7.915188312530518
omniglot,3,10,1,1,28,784,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3589999999999999,7.862325429916382
omniglot,3,10,1,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,17.187437295913696
omniglot,3,10,1,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,16.990079402923584
omniglot,3,10,1,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,16.572356462478638
omniglot,3,10,1,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,16.403937816619873
omniglot,3,10,1,1,28,2000,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,16.75375747680664
omniglot,3,10,1,1,28,2000,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,16.680298328399658
omniglot,3,10,1,1,28,2000,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,16.65897035598755
omniglot,3,10,1,1,28,2000,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,16.53761887550354
omniglot,3,10,1,1,28,2000,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.3389999999999999,16.353777647018433
omniglot,3,10,3,1,28,784,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.739840745925903
omniglot,3,10,3,1,28,784,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.748235702514648
omniglot,3,10,3,1,28,784,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.545457363128662
omniglot,3,10,3,1,28,784,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.772904396057129
omniglot,3,10,3,1,28,784,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,9.507149934768677
omniglot,3,10,3,1,28,784,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.84034013748169
omniglot,3,10,3,1,28,784,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.622807264328003
omniglot,3,10,3,1,28,784,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.676618337631226
omniglot,3,10,3,1,28,784,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.514,8.798888921737671
omniglot,3,10,3,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,18.406938791275024
omniglot,3,10,3,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,18.23651099205017
omniglot,3,10,3,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,18.27115201950073
omniglot,3,10,3,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,17.895960330963135
omniglot,3,10,3,1,28,2000,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,18.299400568008423
omniglot,3,10,3,1,28,2000,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,18.46733570098877
omniglot,3,10,3,1,28,2000,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,18.29127264022827
omniglot,3,10,3,1,28,2000,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,18.27170991897583
omniglot,3,10,3,1,28,2000,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.493,17.963956356048584
omniglot,3,10,5,1,28,784,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,12.398385047912598
omniglot,3,10,5,1,28,784,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,11.379327297210692
omniglot,3,10,5,1,28,784,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,10.90562391281128
omniglot,3,10,5,1,28,784,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,13.306849718093872
omniglot,3,10,5,1,28,784,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,13.2194561958313
omniglot,3,10,5,1,28,784,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,14.476775646209717
omniglot,3,10,5,1,28,784,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,13.025324583053589
omniglot,3,10,5,1,28,784,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,11.904574155807495
omniglot,3,10,5,1,28,784,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6030000000000001,10.681849718093872
omniglot,3,10,5,1,28,2000,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,24.01464557647705
omniglot,3,10,5,1,28,2000,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,23.53869390487671
omniglot,3,10,5,1,28,2000,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,24.45469880104065
omniglot,3,10,5,1,28,2000,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,24.600155353546143
omniglot,3,10,5,1,28,2000,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,24.819109439849854
omniglot,3,10,5,1,28,2000,True,adam,0.0001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,24.502247095108032
omniglot,3,10,5,1,28,2000,True,adam,5e-05,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,23.7727689743042
omniglot,3,10,5,1,28,2000,True,adam,5e-05,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,24.55239486694336
omniglot,3,10,5,1,28,2000,True,adam,5e-05,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.5770000000000001,22.630529403686523
omniglot,3,10,10,1,28,784,True,adam,0.001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,12.92509937286377
omniglot,3,10,10,1,28,784,True,adam,0.001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,14.193228721618652
omniglot,3,10,10,1,28,784,True,adam,0.001,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,14.17981481552124
omniglot,3,10,10,1,28,784,True,adam,0.0001,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,14.26831340789795
omniglot,3,10,10,1,28,784,True,adam,0.0001,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,3,2000,False,False,False,1,0.6769999999999999,13.257558822631836
