way,train_shot,test_shot,x_dim,z_dim,optimizer,lr,initialization,channels,loss,trials,silent,split,in_alphabet,add_rotations,gpu,accuracy,duration_sec
5,3,1,28,3000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2,10.442111730575563
5,3,1,28,3000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2,10.525137901306152
5,1,1,28,600,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.48,14.190129518508911
5,3,1,28,3000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.22,10.417001962661745
5,5,1,28,50,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.14400000000000002,2.018150806427002
5,5,1,28,50,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.3720000000000001,2.027036428451538
5,1,1,28,600,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.426,14.124682903289795
5,5,1,28,50,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.31599999999999995,2.0874903202056885
5,5,1,28,50,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.206,2.325498342514038
5,5,1,28,50,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.194,2.256601572036743
5,5,1,28,50,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17,2.190371036529541
5,5,1,28,50,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.244,1.6576342582702637
5,5,1,28,50,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.182,1.6607754230499268
5,5,1,28,50,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21600000000000005,1.6439566612243652
5,1,1,28,600,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.236,15.121500730514526
5,5,1,28,100,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19599999999999995,2.1922652721405043
5,5,1,28,100,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.3760000000000001,2.2526533603668213
5,5,1,28,100,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.33799999999999997,2.2307333946228027
5,5,1,28,100,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.214,2.398954153060913
5,5,1,28,100,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.202,2.40855073928833
5,5,1,28,100,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21600000000000005,2.472575187683105
5,5,1,28,100,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.272,1.8692009449005127
5,1,1,28,600,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.22399999999999998,14.973164319992065
5,5,1,28,100,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.188,1.7765340805053709
5,5,1,28,100,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.23199999999999998,1.8006515502929688
5,5,1,28,200,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.15999999999999998,2.4822239875793457
5,5,1,28,200,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.498,2.5660786628723145
5,5,1,28,200,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.4040000000000001,2.49576187133789
5,5,1,28,200,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.228,2.6693546772003174
5,1,1,28,600,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.18,15.018180847167967
5,5,1,28,200,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.222,2.8046836853027344
5,5,1,28,200,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.184,2.641864538192749
5,5,1,28,200,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21600000000000005,2.1168007850646973
5,5,1,28,200,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.198,2.1174030303955083
5,5,1,28,200,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21,2.1662213802337646
5,5,1,28,300,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17999999999999994,2.812454462051392
5,1,1,28,600,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.20800000000000002,13.411293983459473
5,5,1,28,300,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.5379999999999999,2.8830754756927486
5,5,1,28,300,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.4400000000000001,2.8514492511749268
5,5,1,28,300,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.188,2.984679698944092
5,5,1,28,300,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.196,3.0131170749664307
5,1,1,28,600,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.168,12.431982517242432
5,5,1,28,300,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.242,3.0483112335205083
5,5,1,28,300,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.234,2.507357597351074
5,5,1,28,300,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17999999999999994,2.395583152770996
5,5,1,28,300,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.218,2.428774118423462
5,5,1,28,500,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.172,3.44407606124878
5,1,1,28,600,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.202,12.676414966583252
5,5,1,28,500,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.578,3.428555727005005
5,5,1,28,500,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.4800000000000001,3.4303622245788574
5,5,1,28,500,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.18600000000000005,3.7557981014251713
5,5,1,28,500,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.194,3.684352159500122
5,1,1,28,784,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.24800000000000005,14.441937923431395
5,5,1,28,500,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.162,3.6429963111877437
5,5,1,28,500,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.192,3.1087069511413574
5,5,1,28,500,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.214,3.015873670578003
5,5,1,28,500,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.196,3.0345458984375
5,1,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.522,14.452410459518433
5,5,1,28,600,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.172,3.7317802906036377
5,5,1,28,600,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.5919999999999999,3.804888486862183
5,5,1,28,600,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.5320000000000001,3.738692998886109
5,5,1,28,600,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.208,3.907967329025269
5,1,1,28,784,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.4680000000000002,14.149446249008179
5,5,1,28,600,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.204,3.974840879440308
5,5,1,28,600,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17999999999999994,3.887551784515381
5,5,1,28,600,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2240000000000001,3.3605124950408936
5,5,1,28,600,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17600000000000002,3.326809883117676
5,1,1,28,784,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.232,15.921762704849243
5,5,1,28,600,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19,3.3804681301116943
5,5,1,28,784,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.14800000000000002,4.35376238822937
5,5,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.618,4.317461729049684
5,5,1,28,784,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.5559999999999999,4.375797986984253
5,1,1,28,784,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.18399999999999994,15.648041009902954
5,5,1,28,784,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17799999999999996,4.606842756271362
5,5,1,28,784,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19,4.605350017547607
5,5,1,28,784,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.15999999999999998,4.4507696628570566
5,1,1,28,784,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.16999999999999996,15.812321186065676
5,5,1,28,784,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.196,3.900304317474365
5,5,1,28,784,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17999999999999994,3.915605783462525
5,5,1,28,784,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2119999999999999,3.895134687423706
5,1,1,28,784,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.23399999999999999,12.002230882644653
5,5,1,28,1000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.138,5.139389991760254
5,5,1,28,1000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.5760000000000001,5.056664705276488
5,5,1,28,1000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.5559999999999999,5.012550115585327
5,1,1,28,784,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.20199999999999999,12.866255521774292
5,5,1,28,1000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.18600000000000005,5.2369821071624765
5,5,1,28,1000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.18600000000000005,5.210444450378418
5,1,1,28,784,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.16799999999999998,12.298935413360596
5,5,1,28,1000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21600000000000005,5.232326984405519
5,5,1,28,1000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.196,4.6981284618377686
5,5,1,28,1000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.212,4.628006935119629
5,1,1,28,1000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.202,15.684615850448608
5,5,1,28,1000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.196,4.703250169754028
5,5,1,28,2000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.14800000000000002,8.613940000534058
5,1,1,28,1000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.452,16.076506614685062
5,5,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.6479999999999998,8.490427017211914
5,5,1,28,2000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.556,8.549471378326416
5,1,1,28,1000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.496,15.51073694229126
5,5,1,28,2000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21,9.09999704360962
5,5,1,28,2000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.202,9.12376880645752
5,1,1,28,1000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.228,16.730838775634766
5,5,1,28,2000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.198,9.021938562393187
5,5,1,28,2000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.22,7.858806848526001
5,1,1,28,1000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.188,16.488634824752808
5,5,1,28,2000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.242,7.835855960845947
5,5,1,28,2000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17799999999999996,7.745924711227418
5,1,1,28,1000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.182,16.96097469329834
5,5,1,28,3000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.11599999999999998,12.979634284973145
5,1,1,28,1000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.20600000000000002,12.512898445129395
5,5,1,28,3000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.602,12.979347467422485
5,1,1,28,1000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.212,13.17926573753357
5,5,1,28,3000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.59,12.99504041671753
5,1,1,28,1000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.188,14.09632396697998
5,5,1,28,3000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21399999999999994,13.595940351486206
5,1,1,28,2000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.234,20.71185731887817
5,5,1,28,3000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.198,13.683690071105955
5,5,1,28,3000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.18799999999999994,13.885417222976685
5,1,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.488,21.212162256240845
5,5,1,28,3000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17600000000000002,11.883541345596313
5,5,1,28,3000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2,11.98884916305542
5,1,1,28,2000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.4700000000000001,20.13948917388916
5,5,1,28,3000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20600000000000002,12.004678964614868
5,10,1,28,50,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.182,11.263724327087402
5,1,1,28,2000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.21,25.06490612030029
5,10,1,28,50,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.5219999999999999,6.674112319946289
5,10,1,28,50,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.4059999999999999,5.742525100708008
5,10,1,28,50,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.206,5.570138692855835
5,10,1,28,50,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.204,8.60391092300415
5,10,1,28,50,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20600000000000002,5.57856011390686
5,1,1,28,2000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.226,27.914048433303837
5,10,1,28,50,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.278,4.967438220977783
5,10,1,28,50,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21600000000000005,4.279980659484863
5,10,1,28,50,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.196,4.584898233413696
5,10,1,28,100,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.16799999999999998,5.072806596755981
5,10,1,28,100,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.604,5.495349168777466
5,1,1,28,2000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.17999999999999994,28.08220911026001
5,10,1,28,100,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.484,5.478357791900635
5,10,1,28,100,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.202,11.351824522018433
5,10,1,28,100,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.198,6.652626514434815
5,1,1,28,2000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.22,21.558313369750977
5,10,1,28,100,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.22399999999999998,6.3440706729888925
5,10,1,28,100,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.268,4.398474931716919
5,10,1,28,100,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19599999999999995,4.349856376647948
5,10,1,28,100,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.214,4.407695293426514
5,1,1,28,2000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.2,23.45916080474853
5,10,1,28,200,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17,7.15331506729126
5,10,1,28,200,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.604,7.1436309814453125
5,10,1,28,200,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.578,6.258533477783202
5,10,1,28,200,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19399999999999998,7.846344709396362
5,1,1,28,2000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.196,23.026572942733765
5,10,1,28,200,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17,5.834188222885133
5,10,1,28,200,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19199999999999995,5.415647029876709
5,10,1,28,200,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.256,3.924835681915283
5,10,1,28,200,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.16799999999999998,3.9106640815734863
5,10,1,28,200,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.206,4.3537304401397705
5,10,1,28,300,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.146,6.874488353729247
5,10,1,28,300,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.612,6.1849470138549805
5,3,1,28,50,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.3620000000000001,39.77518773078919
5,10,1,28,300,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.598,5.5053465366363525
5,10,1,28,300,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.238,6.98101806640625
5,10,1,28,300,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21399999999999994,7.190399885177612
5,10,1,28,300,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.174,6.159980058670044
5,10,1,28,300,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.234,4.885807514190674
5,10,1,28,300,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.212,5.298786878585815
5,10,1,28,300,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.198,4.966378211975098
5,3,1,28,50,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.54,39.00379848480225
5,10,1,28,500,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.142,7.164936542510986
5,10,1,28,500,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.6659999999999998,6.546576738357544
5,10,1,28,500,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.602,6.967250108718872
5,10,1,28,500,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.212,7.2039432525634775
5,10,1,28,500,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21600000000000005,6.968429327011108
5,3,1,28,50,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.5219999999999999,38.876019477844245
5,10,1,28,500,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.214,6.771888971328735
5,10,1,28,500,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.214,5.570098876953125
5,10,1,28,500,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21,5.907008647918701
5,10,1,28,500,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.204,5.6177313327789316
5,10,1,28,600,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.182,6.696597099304199
5,10,1,28,600,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.6659999999999999,6.79206657409668
5,3,1,28,50,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.252,39.01588010787964
5,10,1,28,600,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.632,7.1402459144592285
5,10,1,28,600,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.22,7.8146891593933105
5,10,1,28,600,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.18600000000000005,6.890060424804688
5,10,1,28,600,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.204,7.760868310928345
5,10,1,28,600,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.212,5.586279630661012
5,10,1,28,600,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20199999999999999,5.7995336055755615
5,10,1,28,600,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.198,6.0850586891174325
5,3,1,28,50,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.21,40.49411153793335
5,10,1,28,784,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.136,8.219051361083983
5,10,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.7140000000000001,7.57273006439209
5,10,1,28,784,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.6379999999999999,7.780419111251831
5,10,1,28,784,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19,8.08782172203064
5,10,1,28,784,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19,8.291670799255371
5,3,1,28,50,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.17,41.11520028114319
5,10,1,28,784,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19400000000000006,8.402950763702393
5,10,1,28,784,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.18599999999999994,7.052682161331178
5,10,1,28,784,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.18399999999999994,7.997066497802732
5,10,1,28,784,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21,7.075173854827881
5,3,1,28,50,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.3880000000000001,31.02394294738769
5,10,1,28,1000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.16799999999999998,9.829433202743528
5,10,1,28,1000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.7019999999999997,9.836220026016237
5,10,1,28,1000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.65,9.217170953750609
5,3,1,28,50,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.214,31.305229663848877
5,10,1,28,1000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.22399999999999995,10.833320140838623
5,10,1,28,1000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.202,10.359655380249023
5,10,1,28,1000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19399999999999998,9.842230558395388
5,3,1,28,50,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.232,32.684484243392944
5,10,1,28,1000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.242,8.230757236480713
5,10,1,28,1000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.214,7.230327129364014
5,10,1,28,1000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17199999999999996,8.633450269699098
5,10,1,28,2000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.132,12.714511394500732
5,3,1,28,100,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.33,38.61545634269714
5,10,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.7539999999999999,13.750330209732056
5,10,1,28,2000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.6999999999999998,13.503311157226562
5,10,1,28,2000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.244,14.769887208938599
5,3,1,28,100,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.5719999999999998,39.16238212585449
5,10,1,28,2000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2,15.55099081993103
5,10,1,28,2000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17800000000000002,15.004244327545164
5,10,1,28,2000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21000000000000005,12.121479272842407
5,3,1,28,100,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.564,38.71089720726013
5,10,1,28,2000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21600000000000005,11.955549478530884
5,10,1,28,2000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.204,11.6287362575531
5,10,1,28,3000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.126,19.177763462066647
5,3,1,28,100,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.282,44.22526478767395
5,10,1,28,3000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.7639999999999999,19.14662528038025
5,10,1,28,3000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.7499999999999999,19.050342559814453
5,3,1,28,100,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,0.228,42.781752347946174
5,10,1,28,3000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19399999999999998,20.832966804504395
5,10,1,28,3000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.202,20.999380111694336
