dataset,epochs,way,train_shot,test_shot,x_dim,z_dim,optimizer,lr,initialization,channels,loss,trials,silent,split,in_alphabet,add_rotations,gpu,accuracy,duration_sec
omniglot,1,10,1,1,28,500,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.096,4.904446363449097
omniglot,1,10,1,1,28,500,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.094,4.903509616851807
omniglot,1,10,1,1,28,500,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.094,4.907080888748169
omniglot,1,10,1,1,28,500,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.096,4.649155616760254
omniglot,1,10,1,1,28,500,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.094,4.659788131713867
omniglot,1,10,1,1,28,500,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.094,4.6498191356658936
omniglot,1,10,1,1,28,600,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.05999999999999999,5.343816757202148
omniglot,1,10,1,1,28,600,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2250000000000001,5.3461737632751465
omniglot,1,10,1,1,28,600,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.184,5.338444471359253
omniglot,1,10,1,1,28,600,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.111,5.422048091888428
omniglot,1,10,1,1,28,600,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.111,5.43169379234314
omniglot,1,10,1,1,28,600,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.111,5.427615404129028
omniglot,1,10,1,1,28,600,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.111,5.163167715072632
omniglot,1,10,1,1,28,600,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.111,5.16325569152832
