dataset,way,epochs,train_shot,test_shot,x_dim,z_dim,optimizer,lr,initialization,channels,loss,trials,silent,split,in_alphabet,add_rotations,gpu,accuracy,duration_sec
omniglot,5,2,5,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.248,79.16117835044861
omniglot,5,2,5,1,28,2000,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.232,78.70598053932191
omniglot,5,2,5,1,28,2000,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.188,90.79437160491943
omniglot,5,2,5,1,28,2000,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.172,91.47434186935423
omniglot,5,2,5,1,28,2000,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.16799999999999998,91.48081111907959
omniglot,5,2,10,1,28,100,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.212,124.2135684490204
omniglot,5,2,10,1,28,100,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.24,125.58401536941528
omniglot,5,2,10,1,28,100,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23600000000000002,125.96344685554504
omniglot,5,2,10,1,28,100,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.228,135.71535658836365
omniglot,5,2,10,1,28,100,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.16799999999999998,134.58126664161682
omniglot,5,2,10,1,28,100,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.172,135.9326422214508
omniglot,5,2,10,1,28,300,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.21600000000000005,126.05936694145204
omniglot,5,2,10,1,28,300,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.248,124.52635622024536
omniglot,5,2,10,1,28,300,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.25199999999999995,124.46353936195374
omniglot,5,2,10,1,28,300,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23199999999999998,134.53163361549377
omniglot,5,2,10,1,28,300,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.232,134.61136984825134
omniglot,5,2,10,1,28,300,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.236,135.6041100025177
omniglot,5,2,10,1,28,500,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.22,124.86596560478209
omniglot,5,2,10,1,28,500,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.3120000000000001,124.68845748901369
omniglot,5,2,10,1,28,500,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.28800000000000003,125.33346676826477
omniglot,5,2,10,1,28,500,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.204,136.33820104599
omniglot,5,2,10,1,28,500,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.172,135.57990741729736
omniglot,5,2,10,1,28,500,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.172,135.90092778205872
omniglot,5,2,10,1,28,600,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.24,125.2472643852234
omniglot,5,2,10,1,28,600,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.28800000000000003,125.15041637420654
omniglot,5,2,10,1,28,600,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.28,124.736839056015
omniglot,5,2,10,1,28,600,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.248,136.272718667984
omniglot,5,2,10,1,28,600,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23600000000000002,136.26142144203186
omniglot,5,2,10,1,28,600,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23199999999999998,136.32422661781308
omniglot,5,2,10,1,28,784,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.21600000000000005,126.62465715408324
omniglot,5,2,10,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.264,126.44724416732788
omniglot,5,2,10,1,28,784,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.256,125.98825764656068
omniglot,5,2,10,1,28,784,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.21600000000000005,136.79524850845334
omniglot,5,2,10,1,28,784,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.196,136.50638675689694
omniglot,5,2,10,1,28,784,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.196,136.3884027004242
omniglot,5,2,10,1,28,1000,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.17600000000000002,126.88542079925536
omniglot,5,2,10,1,28,1000,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.24,127.31143522262572
omniglot,5,2,10,1,28,1000,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.26,126.58034348487854
omniglot,5,2,10,1,28,1000,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.188,139.93252658843994
omniglot,5,2,10,1,28,1000,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.18,139.64051079750058
omniglot,5,2,10,1,28,1000,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.17600000000000002,140.8861963748932
omniglot,5,2,10,1,28,2000,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.248,153.26817679405212
omniglot,5,2,10,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23199999999999998,158.48058986663818
omniglot,5,2,10,1,28,2000,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.252,162.44974422454834
omniglot,5,2,10,1,28,2000,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.188,186.2276315689087
omniglot,5,2,10,1,28,2000,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.184,186.27318692207336
omniglot,5,2,10,1,28,2000,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.188,186.32251930236816
omniglot,5,3,1,1,28,100,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.212,15.43858003616333
omniglot,5,3,1,1,28,100,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.212,15.423423767089846
omniglot,5,3,1,1,28,100,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.21600000000000005,15.440984964370728
omniglot,5,3,1,1,28,100,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.22,17.421947240829468
omniglot,5,3,1,1,28,100,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.204,17.510698556900024
omniglot,5,3,1,1,28,100,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.204,17.400849342346188
omniglot,5,3,1,1,28,300,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.236,15.831751108169556
omniglot,5,3,1,1,28,300,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23199999999999998,15.82025694847107
omniglot,5,3,1,1,28,300,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.224,15.831341981887816
omniglot,5,3,1,1,28,300,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.196,17.92260241508484
omniglot,5,3,1,1,28,300,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.184,17.904242515563965
omniglot,5,3,1,1,28,300,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.184,17.917053937911987
omniglot,5,3,1,1,28,500,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.232,16.17465353012085
omniglot,5,3,1,1,28,500,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23199999999999998,16.114241361618042
omniglot,5,3,1,1,28,500,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.232,16.174980640411373
omniglot,5,3,1,1,28,500,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.196,18.17194366455078
omniglot,5,3,1,1,28,500,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.18,18.1597547531128
omniglot,5,3,1,1,28,500,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.18,18.191859722137448
omniglot,5,3,1,1,28,600,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.252,16.334057807922367
omniglot,5,3,1,1,28,600,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.252,16.28657841682434
omniglot,5,3,1,1,28,600,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.252,16.261787176132202
omniglot,5,3,1,1,28,600,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.2,18.341029167175293
omniglot,5,3,1,1,28,600,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.18,18.306634426116947
omniglot,5,3,1,1,28,600,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.18,18.27867460250855
omniglot,5,3,1,1,28,784,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.212,16.589951992034912
omniglot,5,3,1,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.212,16.60803723335266
omniglot,5,3,1,1,28,784,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.21600000000000005,16.55552053451538
omniglot,5,3,1,1,28,784,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.2,18.602833271026608
omniglot,5,3,1,1,28,784,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.192,18.60840964317321
omniglot,5,3,1,1,28,784,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.192,18.569955110549927
omniglot,5,3,1,1,28,1000,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.204,17.051116228103638
omniglot,5,3,1,1,28,1000,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.204,17.141625881195072
omniglot,5,3,1,1,28,1000,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.212,17.089133501052856
omniglot,5,3,1,1,28,1000,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.184,19.56268429756165
omniglot,5,3,1,1,28,1000,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.196,19.596299409866333
omniglot,5,3,1,1,28,1000,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.196,19.59523034095764
omniglot,5,3,1,1,28,2000,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.188,23.466065883636475
omniglot,5,3,1,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.192,23.44076681137085
omniglot,5,3,1,1,28,2000,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.184,23.37086510658264
omniglot,5,3,1,1,28,2000,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.2,27.376057386398315
omniglot,5,3,1,1,28,2000,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.2,27.42695164680481
omniglot,5,3,1,1,28,2000,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.2,27.379324436187744
omniglot,5,3,5,1,28,100,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.24,92.06985569000244
omniglot,5,3,5,1,28,100,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.244,91.46930623054504
omniglot,5,3,5,1,28,100,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.24,91.73577976226808
omniglot,5,3,5,1,28,100,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23200000000000004,99.2297854423523
omniglot,5,3,5,1,28,100,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.21600000000000005,99.09515929222107
omniglot,5,3,5,1,28,100,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.20800000000000002,99.16102647781372
omniglot,5,3,5,1,28,300,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.244,92.3214418888092
omniglot,5,3,5,1,28,300,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.272,92.44345355033876
omniglot,5,3,5,1,28,300,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.272,92.3295385837555
omniglot,5,3,5,1,28,300,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.26,99.78801250457764
omniglot,5,3,5,1,28,300,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.228,100.1952817440033
omniglot,5,3,5,1,28,300,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.2240000000000001,100.2415246963501
omniglot,5,3,5,1,28,500,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.212,92.88176989555359
omniglot,5,3,5,1,28,500,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.248,92.57062721252441
omniglot,5,3,5,1,28,500,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.26,92.83695101737976
omniglot,5,3,5,1,28,500,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.22,100.20804929733276
omniglot,5,3,5,1,28,500,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.2,100.21301484107971
omniglot,5,3,5,1,28,500,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.2,100.2747929096222
omniglot,5,3,5,1,28,600,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.196,93.04905366897584
omniglot,5,3,5,1,28,600,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23199999999999998,93.00060820579529
omniglot,5,3,5,1,28,600,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23600000000000002,92.79345512390137
omniglot,5,3,5,1,28,600,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.192,100.80409598350523
omniglot,5,3,5,1,28,600,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.16,100.44940233230592
omniglot,5,3,5,1,28,600,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.15600000000000006,100.60339283943176
omniglot,5,3,5,1,28,784,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.232,93.16101479530334
omniglot,5,3,5,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.26,92.99593162536621
omniglot,5,3,5,1,28,784,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.26,93.6880428791046
omniglot,5,3,5,1,28,784,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.248,100.59595370292664
omniglot,5,3,5,1,28,784,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.232,100.79857540130615
omniglot,5,3,5,1,28,784,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23199999999999998,101.36241579055786
omniglot,5,3,5,1,28,1000,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.284,94.0011112689972
omniglot,5,3,5,1,28,1000,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.276,94.30440163612366
omniglot,5,3,5,1,28,1000,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.276,94.1594717502594
omniglot,5,3,5,1,28,1000,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.2,103.6450035572052
omniglot,5,3,5,1,28,1000,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.184,103.54180526733398
omniglot,5,3,5,1,28,1000,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.184,103.96192026138306
omniglot,5,3,5,1,28,2000,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.21600000000000005,113.24235367774963
omniglot,5,3,5,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23199999999999998,113.24455618858336
omniglot,5,3,5,1,28,2000,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.228,113.23103499412537
omniglot,5,3,5,1,28,2000,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.188,131.12534713745114
omniglot,5,3,5,1,28,2000,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.17600000000000002,131.10825538635254
omniglot,5,3,5,1,28,2000,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.16799999999999998,131.02083468437195
omniglot,5,3,10,1,28,100,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.208,189.424409866333
omniglot,5,3,10,1,28,100,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23199999999999998,187.63502192497253
omniglot,5,3,10,1,28,100,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.248,190.12109279632568
omniglot,5,3,10,1,28,100,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.22399999999999998,201.39670538902283
omniglot,5,3,10,1,28,100,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.184,201.4967124462128
omniglot,5,3,10,1,28,100,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.16799999999999998,201.16724109649655
omniglot,5,3,10,1,28,300,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.244,188.4132192134857
omniglot,5,3,10,1,28,300,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.236,188.63538908958438
omniglot,5,3,10,1,28,300,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23600000000000002,187.8652286529541
omniglot,5,3,10,1,28,300,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.22,202.97032237052917
omniglot,5,3,10,1,28,300,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23600000000000002,203.17964744567868
omniglot,5,3,10,1,28,300,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.23199999999999998,203.19579339027405
omniglot,5,3,10,1,28,500,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.232,188.75979733467102
omniglot,5,3,10,1,28,500,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.284,189.35701870918274
omniglot,5,3,10,1,28,500,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.28800000000000003,190.5827295780182
omniglot,5,3,10,1,28,500,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.20800000000000002,202.63199400901797
omniglot,5,3,10,1,28,500,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.17600000000000002,202.5035116672516
omniglot,5,3,10,1,28,500,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.172,202.320036649704
omniglot,5,3,10,1,28,600,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.25999999999999995,188.25190877914432
omniglot,5,3,10,1,28,600,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.28,192.16875839233398
omniglot,5,3,10,1,28,600,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.268,188.46133995056152
omniglot,5,3,10,1,28,600,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.25199999999999995,202.6661243438721
omniglot,5,3,10,1,28,600,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.24,202.56461358070374
omniglot,5,3,10,1,28,600,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.236,202.89846324920654
omniglot,5,3,10,1,28,784,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.212,190.051305770874
omniglot,5,3,10,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.264,189.41161179542544
omniglot,5,3,10,1,28,784,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.252,189.22369408607483
omniglot,5,3,10,1,28,784,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.22399999999999998,202.7763991355896
omniglot,5,3,10,1,28,784,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.212,203.33674120903007
omniglot,5,3,10,1,28,784,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.196,203.0594253540039
omniglot,5,3,10,1,28,1000,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.196,192.05979537963867
omniglot,5,3,10,1,28,1000,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.24,191.4829523563385
omniglot,5,3,10,1,28,1000,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.24,191.5717134475708
omniglot,5,3,10,1,28,1000,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.20800000000000002,207.8967995643616
omniglot,5,3,10,1,28,1000,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.184,207.9176435470581
omniglot,5,3,10,1,28,1000,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.17600000000000002,207.9860806465149
omniglot,5,3,10,1,28,2000,adam,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.208,224.48364400863647
omniglot,5,3,10,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.26,224.3559787273407
omniglot,5,3,10,1,28,2000,adam,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.256,224.3954050540924
omniglot,5,3,10,1,28,2000,adadelta,0.01,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.204,259.68183970451355
omniglot,5,3,10,1,28,2000,adadelta,0.001,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.18,259.85027766227716
omniglot,5,3,10,1,28,2000,adadelta,0.0005,xavier_normal,1,MSELoss(),50,True,test,False,True,1,0.184,259.091272354126
