dataset,epochs,way,train_shot,test_shot,x_dim,z_dim,optimizer,lr,initialization,channels,loss,trials,silent,split,in_alphabet,add_rotations,gpu,test_batch,full_test,save_data,accuracy,duration_sec
omniglot,10,3,5,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.3400000000000001,16.404743432998654
omniglot,10,3,5,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.3333333333333334,16.292142152786255
omniglot,10,3,10,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.8333333333333335,20.402577638626106
omniglot,10,3,10,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.8100000000000002,20.40645146369934
omniglot,10,3,10,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.7733333333333334,20.644122600555423
omniglot,10,3,10,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.5166666666666667,20.455506801605228
omniglot,10,3,10,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.4566666666666667,20.408235073089603
omniglot,10,3,10,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.3533333333333333,20.392942428588867
omniglot,10,3,10,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.3366666666666667,20.56372714042664
omniglot,10,3,10,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.8533333333333333,28.10222911834717
omniglot,10,3,10,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.82,28.278457403182983
omniglot,10,3,10,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.81,28.25943064689636
omniglot,10,3,10,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.6233333333333332,28.087291479110718
omniglot,10,3,10,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.5133333333333333,28.29507541656494
omniglot,10,3,10,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.38,28.51257061958313
omniglot,10,3,10,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.3633333333333333,28.300783157348643
omniglot,10,5,1,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.392,6.019068717956543
omniglot,10,5,1,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.292,6.070375919342041
omniglot,10,5,1,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.25799999999999995,5.983436107635497
omniglot,10,5,1,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.206,5.99669623374939
omniglot,10,5,1,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.202,6.0311927795410165
omniglot,10,5,1,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.19399999999999995,5.982781410217285
omniglot,10,5,1,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.19399999999999995,6.034903526306152
omniglot,10,5,1,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.42,10.610433816909788
omniglot,10,5,1,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.344,10.564013719558718
omniglot,10,5,1,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.294,10.611066579818727
omniglot,10,5,1,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.226,10.573497772216797
omniglot,10,5,1,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.226,10.55142879486084
omniglot,10,5,1,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.212,10.528473615646364
omniglot,10,5,1,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.212,10.547600269317627
omniglot,10,5,3,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.5820000000000001,12.359841108322144
omniglot,10,5,3,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.516,12.239925146102905
omniglot,10,5,3,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.4059999999999999,12.27769422531128
omniglot,10,5,3,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.222,12.293256759643555
omniglot,10,5,3,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.198,12.41487717628479
omniglot,10,5,3,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.174,12.211172342300415
omniglot,10,5,3,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.172,12.03621244430542
omniglot,10,5,3,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.5920000000000001,18.578262805938717
omniglot,10,5,3,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.526,18.673145294189453
omniglot,10,5,3,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.46799999999999997,18.648107528686523
omniglot,10,5,3,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.278,18.560353517532352
omniglot,10,5,3,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.23800000000000002,18.57552528381348
omniglot,10,5,3,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.214,19.461158752441406
omniglot,10,5,3,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.212,20.491894960403442
omniglot,10,5,5,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.698,19.907883882522587
omniglot,10,5,5,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.642,19.72370982170105
omniglot,10,5,5,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.55,19.873013496398926
omniglot,10,5,5,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.29600000000000004,19.19989562034607
omniglot,10,5,5,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.242,19.791252851486206
omniglot,10,5,5,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.22,19.937968254089355
omniglot,10,5,5,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.214,19.814831972122192
omniglot,10,5,5,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.6799999999999998,29.2779381275177
omniglot,10,5,5,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.6379999999999999,28.58970093727112
omniglot,10,5,5,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.5840000000000001,29.04594993591309
omniglot,10,5,5,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.35800000000000004,29.18457937240601
omniglot,10,5,5,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.282,28.939979553222656
omniglot,10,5,5,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.21,28.869628429412842
omniglot,10,5,5,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.206,29.07726883888245
omniglot,10,5,10,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.7659999999999998,52.04424786567688
omniglot,10,5,10,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.7279999999999999,52.21017479896546
omniglot,10,5,10,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.6779999999999998,52.26675271987915
omniglot,10,5,10,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.4280000000000001,53.03048658370972
omniglot,10,5,10,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.3320000000000001,52.47971725463867
omniglot,10,5,10,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.23,52.29789280891418
omniglot,10,5,10,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.214,53.1218798160553
omniglot,10,5,10,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.7759999999999999,72.46483373641969
omniglot,10,5,10,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.7519999999999999,69.65975975990295
omniglot,10,5,10,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.726,71.48775935173035
omniglot,10,5,10,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.46799999999999997,71.6588282585144
omniglot,10,5,10,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.3280000000000001,70.45208787918091
omniglot,10,5,10,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.20600000000000002,70.0686972141266
omniglot,10,5,10,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.19,72.11470460891724
omniglot,10,10,1,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.327,14.239825248718262
omniglot,10,10,1,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.1920000000000001,13.063980102539062
omniglot,10,10,1,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.14,14.392009258270265
omniglot,10,10,1,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.095,14.186027765274048
omniglot,10,10,1,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.08900000000000001,14.166434526443481
omniglot,10,10,1,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.08100000000000003,14.22515106201172
omniglot,10,10,1,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.08,14.237927436828613
omniglot,10,10,1,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.31599999999999995,23.68241238594055
omniglot,10,10,1,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.226,23.80484652519226
omniglot,10,10,1,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.16899999999999998,23.084113597869873
omniglot,10,10,1,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.106,23.786826848983765
omniglot,10,10,1,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.10399999999999998,23.774325132369995
omniglot,10,10,1,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.10099999999999998,23.80341482162476
omniglot,10,10,1,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.10099999999999998,23.656447649002075
omniglot,10,10,3,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.4970000000000001,27.595669031143192
omniglot,10,10,3,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.391,28.32926750183105
omniglot,10,10,3,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.28800000000000003,28.16219520568848
omniglot,10,10,3,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.13699999999999998,28.24616289138794
omniglot,10,10,3,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.107,28.34026551246643
omniglot,10,10,3,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.087,27.734188318252567
omniglot,10,10,3,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.08599999999999998,30.59189319610596
omniglot,10,10,3,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.479,45.958644151687615
omniglot,10,10,3,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.428,45.68169116973877
omniglot,10,10,3,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.364,45.73532366752625
omniglot,10,10,3,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.15099999999999994,44.54563760757446
omniglot,10,10,3,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.11899999999999998,46.305520296096795
omniglot,10,10,3,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.097,46.51911354064941
omniglot,10,10,3,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.09599999999999996,46.79990601539612
omniglot,10,10,5,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.5539999999999999,62.87286758422852
omniglot,10,10,5,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.484,63.913819789886475
omniglot,10,10,5,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.4150000000000001,64.53547406196593
omniglot,10,10,5,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.18500000000000005,63.0355761051178
omniglot,10,10,5,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.14,63.32047486305237
omniglot,10,10,5,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.11499999999999998,63.89654326438904
omniglot,10,10,5,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.11,62.74224662780762
omniglot,10,10,5,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.565,83.47573828697205
omniglot,10,10,5,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.5289999999999999,82.44123530387878
omniglot,10,10,5,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.473,84.9463744163513
omniglot,10,10,5,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.233,81.35685968399049
omniglot,10,10,5,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.179,84.19514489173889
omniglot,10,10,5,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.11899999999999995,82.35493993759154
omniglot,10,10,5,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.113,91.79015469551086
omniglot,10,10,10,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.6649999999999998,118.71623826026917
omniglot,10,10,10,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.647,117.01193022727966
omniglot,10,10,10,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.584,118.35192942619324
omniglot,10,10,10,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.272,115.82663702964784
omniglot,10,10,10,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.17400000000000002,117.98830938339232
omniglot,10,10,10,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.098,115.9269425868988
omniglot,10,10,10,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.09399999999999996,117.56289267539978
omniglot,10,10,10,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.6980000000000001,154.10575890541074
omniglot,10,10,10,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.682,156.31388783454898
omniglot,10,10,10,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.64,155.34161520004272
omniglot,10,10,10,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.371,155.00885653495786
omniglot,10,10,10,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.237,156.5567669868469
omniglot,10,10,10,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.126,151.50463008880615
omniglot,10,10,10,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.10799999999999996,149.14271831512448
omniglot,3,3,1,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.4566666666666666,3.0963573455810547
omniglot,3,3,1,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.3366666666666667,3.159290313720703
omniglot,3,3,1,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.33,3.004192352294922
omniglot,3,3,1,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.3133333333333333,3.0032334327697754
omniglot,3,3,1,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.31000000000000005,3.1745607852935787
omniglot,3,3,1,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.31000000000000005,3.132265329360962
omniglot,3,3,1,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.31000000000000005,2.9527511596679688
omniglot,3,3,1,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.5066666666666667,5.619523286819458
omniglot,3,3,1,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.3733333333333333,5.943987846374513
omniglot,3,3,1,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.35,6.19580078125
omniglot,3,3,1,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.3033333333333333,6.275072813034058
omniglot,3,3,1,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.3033333333333333,6.2246763706207275
omniglot,3,3,1,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.29666666666666663,6.061457395553589
omniglot,3,3,1,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,1,2000,False,False,0.29666666666666663,6.176305055618286
