dataset,epochs,way,train_shot,test_shot,x_dim,z_dim,optimizer,lr,initialization,channels,loss,trials,silent,split,in_alphabet,add_rotations,gpu,test_batch,full_test,save_data,accuracy,duration_sec
omniglot,3,3,1,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.38333333333333336,14.774103164672852
omniglot,3,3,1,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.38333333333333336,14.667303085327148
omniglot,3,3,3,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.59,10.45333766937256
omniglot,3,3,3,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.68,10.370247840881348
omniglot,3,3,3,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.6566666666666666,10.689877033233644
omniglot,3,3,3,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.44666666666666666,10.592443227767943
omniglot,3,3,3,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.38333333333333336,10.63820219039917
omniglot,3,3,3,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.3366666666666667,10.633510351181028
omniglot,3,3,3,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.3366666666666667,10.636792182922363
omniglot,3,3,3,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.58,18.826298475265503
omniglot,3,3,3,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.7,18.879396915435787
omniglot,3,3,3,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.6633333333333334,18.89236068725586
omniglot,3,3,3,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.49,18.79319906234741
omniglot,3,3,3,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.4033333333333333,18.902987241744995
omniglot,3,3,3,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.3500000000000001,18.80026364326477
omniglot,3,3,3,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.3466666666666668,18.889418363571167
omniglot,3,3,5,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.6433333333333334,13.531747341156006
omniglot,3,3,5,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.7933333333333334,13.458789110183716
omniglot,3,3,5,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.7566666666666667,13.414007425308228
omniglot,3,3,5,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.5166666666666666,13.545855283737184
omniglot,3,3,5,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.43,13.436118602752686
omniglot,3,3,5,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.35,13.490422248840332
omniglot,3,3,5,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.34,13.452255964279175
omniglot,3,3,5,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.62,22.89670014381409
omniglot,3,3,5,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.78,22.959107398986816
omniglot,3,3,5,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.7700000000000001,22.88243722915649
omniglot,3,3,5,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.5666666666666667,22.87484884262085
omniglot,3,3,5,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.4733333333333334,22.911389589309692
omniglot,3,3,5,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.3733333333333333,22.994824171066284
omniglot,3,3,5,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.3433333333333333,22.87991571426392
omniglot,3,3,10,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.59,20.702085971832272
omniglot,3,3,10,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.7700000000000001,20.74886035919189
omniglot,3,3,10,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.76,20.548195838928226
omniglot,3,3,10,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.59,20.62929344177246
omniglot,3,3,10,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.44,20.62126612663269
omniglot,3,3,10,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.3033333333333333,20.7569363117218
omniglot,3,3,10,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.2933333333333333,20.564208269119266
omniglot,3,3,10,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.61,33.01159691810608
omniglot,3,3,10,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.82,33.00836563110352
omniglot,3,3,10,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.8233333333333333,32.69571876525879
omniglot,3,3,10,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.7533333333333334,33.20725703239441
omniglot,3,3,10,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.6233333333333334,33.03125524520874
omniglot,3,3,10,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.38,33.06992936134339
omniglot,3,3,10,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.3666666666666667,33.02995657920837
omniglot,3,5,1,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.424,13.804391622543335
omniglot,3,5,1,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.392,13.807207584381105
omniglot,3,5,1,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.306,13.81761074066162
omniglot,3,5,1,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.18,13.749961614608765
omniglot,3,5,1,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.172,13.947681903839113
omniglot,3,5,1,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.16799999999999998,13.896116733551025
omniglot,3,5,1,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.16799999999999998,13.799429178237915
omniglot,3,5,1,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.442,23.446115732192997
omniglot,3,5,1,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.42,23.41842484474182
omniglot,3,5,1,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.3680000000000001,23.383456945419308
omniglot,3,5,1,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.24,23.399509191513058
omniglot,3,5,1,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.22,23.47197723388672
omniglot,3,5,1,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.19400000000000006,23.5138943195343
omniglot,3,5,1,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.188,23.46940636634827
omniglot,3,5,3,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.502,18.63074898719788
omniglot,3,5,3,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.5879999999999999,18.58520483970642
omniglot,3,5,3,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.522,18.60933494567871
omniglot,3,5,3,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.306,18.760380506515503
omniglot,3,5,3,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.224,18.621950626373287
omniglot,3,5,3,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.174,18.64022445678711
omniglot,3,5,3,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.174,18.620649337768555
omniglot,3,5,3,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.4700000000000001,30.25964188575745
omniglot,3,5,3,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.6199999999999999,29.97037982940674
omniglot,3,5,3,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.59,30.25782346725464
omniglot,3,5,3,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.3780000000000001,30.357827186584483
omniglot,3,5,3,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.3,30.27307629585266
omniglot,3,5,3,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.2220000000000001,30.377774953842163
omniglot,3,5,3,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.21600000000000005,30.316203594207764
omniglot,3,5,5,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.512,23.25976848602295
omniglot,3,5,5,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.6419999999999999,23.33839750289917
omniglot,3,5,5,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.6199999999999999,23.346667528152466
omniglot,3,5,5,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.3700000000000001,23.36853170394897
omniglot,3,5,5,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.274,23.37565803527832
omniglot,3,5,5,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.2,23.28117609024048
omniglot,3,5,5,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.192,23.38150501251221
omniglot,3,5,5,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.4820000000000001,37.05311727523804
omniglot,3,5,5,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.662,37.06882786750794
omniglot,3,5,5,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.624,37.0323371887207
omniglot,3,5,5,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.45799999999999996,37.045369625091546
omniglot,3,5,5,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.35600000000000004,37.04466557502747
omniglot,3,5,5,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.238,37.02397584915161
omniglot,3,5,5,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.226,37.08469748497009
omniglot,3,5,10,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.6,41.53879380226135
omniglot,3,5,10,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.7899999999999998,41.013184309005744
omniglot,3,5,10,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.7699999999999999,41.504582405090325
omniglot,3,5,10,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.574,40.747027397155755
omniglot,3,5,10,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.426,40.727013349533074
omniglot,3,5,10,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.27,41.0697340965271
omniglot,3,5,10,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.238,41.1734938621521
omniglot,3,5,10,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.512,60.063042163848884
omniglot,3,5,10,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.7699999999999999,60.45116853713989
omniglot,3,5,10,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.7339999999999999,60.4563045501709
omniglot,3,5,10,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.584,61.030538082122796
omniglot,3,5,10,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.4200000000000001,59.53350067138672
omniglot,3,5,10,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.248,59.06295919418335
omniglot,3,5,10,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.22199999999999995,60.7453293800354
omniglot,3,10,1,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.298,27.949054718017567
omniglot,3,10,1,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.269,27.88879632949829
omniglot,3,10,1,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.2220000000000001,28.24650359153748
omniglot,3,10,1,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.121,29.317836999893192
omniglot,3,10,1,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.10799999999999996,29.194495439529422
omniglot,3,10,1,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.09599999999999996,29.222936153411865
omniglot,3,10,1,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.09599999999999996,29.362668752670288
omniglot,3,10,1,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.33899999999999986,47.19209313392639
omniglot,3,10,1,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.31799999999999995,47.238978624343865
omniglot,3,10,1,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.267,47.291022777557366
omniglot,3,10,1,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.14200000000000002,47.296021938323975
omniglot,3,10,1,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.128,47.156763553619385
omniglot,3,10,1,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.121,47.19339776039124
omniglot,3,10,1,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.11900000000000001,47.13197946548462
omniglot,3,10,3,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.404,40.39331984519959
omniglot,3,10,3,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.462,40.21934747695923
omniglot,3,10,3,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.41,40.271999835968025
omniglot,3,10,3,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.19000000000000009,40.27525854110718
omniglot,3,10,3,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.14999999999999994,40.390803813934326
omniglot,3,10,3,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.125,40.14346194267272
omniglot,3,10,3,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.121,39.13383674621582
omniglot,3,10,3,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.3840000000000001,62.3001811504364
omniglot,3,10,3,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.518,62.46269845962525
omniglot,3,10,3,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.47600000000000003,62.43740749359131
omniglot,3,10,3,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.23399999999999999,62.7079656124115
omniglot,3,10,3,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.16899999999999998,62.36469268798828
omniglot,3,10,3,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.11600000000000002,62.32705807685852
omniglot,3,10,3,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.113,62.460243940353394
omniglot,3,10,5,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.415,57.18641114234924
omniglot,3,10,5,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.541,56.130070209503174
omniglot,3,10,5,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.505,56.573294878005974
omniglot,3,10,5,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.265,56.258958339691155
omniglot,3,10,5,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.17900000000000005,56.113682508468635
omniglot,3,10,5,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.113,54.63007712364197
omniglot,3,10,5,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.109,55.47729134559631
omniglot,3,10,5,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.37499999999999983,83.48107600212097
omniglot,3,10,5,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.58,83.41517162322998
omniglot,3,10,5,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.5549999999999999,82.3017179965973
omniglot,3,10,5,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.318,83.15238261222841
omniglot,3,10,5,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.206,83.11237192153929
omniglot,3,10,5,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.116,82.48493337631227
omniglot,3,10,5,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.10499999999999997,83.07634663581848
omniglot,3,10,10,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.504,84.7503309249878
omniglot,3,10,10,1,28,784,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.6489999999999999,84.58869957923889
omniglot,3,10,10,1,28,784,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.618,83.48949027061462
omniglot,3,10,10,1,28,784,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.395,83.90112662315369
omniglot,3,10,10,1,28,784,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.242,84.82586479187013
omniglot,3,10,10,1,28,784,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.127,84.6416919231415
omniglot,3,10,10,1,28,784,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.11300000000000004,84.43819451332092
omniglot,3,10,10,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.396,120.59972524642944
omniglot,3,10,10,1,28,2000,adam,0.0001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.667,120.35034537315369
omniglot,3,10,10,1,28,2000,adam,5e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.649,121.84407711029051
omniglot,3,10,10,1,28,2000,adam,1e-05,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.457,120.56436800956726
omniglot,3,10,10,1,28,2000,adam,5e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.312,119.9034903049469
omniglot,3,10,10,1,28,2000,adam,1e-06,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.127,121.89792799949646
omniglot,3,10,10,1,28,2000,adam,5e-07,xavier_normal,1,MSELoss(),100,True,test,False,True,0,2000,False,False,0.10899999999999999,121.68326950073242
